,best
adjunct_island,0.525
anaphor_gender_agreement,0.658
anaphor_number_agreement,0.502
animate_subject_passive,0.553
animate_subject_trans,0.537
causative,0.459
complex_NP_island,0.495
coordinate_structure_constraint_complex_left_branch,0.212
coordinate_structure_constraint_object_extraction,0.42
determiner_noun_agreement_1,0.502
determiner_noun_agreement_2,0.492
determiner_noun_agreement_irregular_1,0.537
determiner_noun_agreement_irregular_2,0.509
determiner_noun_agreement_with_adj_2,0.485
determiner_noun_agreement_with_adj_irregular_1,0.556
determiner_noun_agreement_with_adj_irregular_2,0.529
determiner_noun_agreement_with_adjective_1,0.482
distractor_agreement_relational_noun,0.455
distractor_agreement_relative_clause,0.481
drop_argument,0.476
ellipsis_n_bar_1,0.226
ellipsis_n_bar_2,0.492
existential_there_object_raising,0.679
existential_there_quantifiers_1,0.663
existential_there_quantifiers_2,0.159
existential_there_subject_raising,0.573
expletive_it_object_raising,0.62
inchoative,0.48
intransitive,0.434
irregular_past_participle_adjectives,0.481
irregular_past_participle_verbs,0.717
irregular_plural_subject_verb_agreement_1,0.545
irregular_plural_subject_verb_agreement_2,0.574
left_branch_island_echo_question,0.577
left_branch_island_simple_question,0.215
matrix_question_npi_licensor_present,0.046
npi_present_1,0.419
npi_present_2,0.352
only_npi_licensor_present,0.0
only_npi_scope,0.052
passive_1,0.501
passive_2,0.449
principle_A_c_command,0.515
principle_A_case_1,1.0
principle_A_case_2,0.408
principle_A_domain_1,0.977
principle_A_domain_2,0.48
principle_A_domain_3,0.482
principle_A_reconstruction,0.253
regular_plural_subject_verb_agreement_1,0.58
regular_plural_subject_verb_agreement_2,0.484
sentential_negation_npi_licensor_present,0.998
sentential_negation_npi_scope,0.7
sentential_subject_island,0.597
superlative_quantifiers_1,0.41
superlative_quantifiers_2,0.431
tough_vs_raising_1,0.476
tough_vs_raising_2,0.557
transitive,0.566
wh_island,0.744
wh_questions_object_gap,0.47
wh_questions_subject_gap,0.735
wh_questions_subject_gap_long_distance,0.776
wh_vs_that_no_gap,0.886
wh_vs_that_no_gap_long_distance,0.865
wh_vs_that_with_gap,0.138
wh_vs_that_with_gap_long_distance,0.195
