,best
adjunct_island,0.786
superlative_quantifiers_2,0.824
anaphor_gender_agreement,0.73
tough_vs_raising_1,0.461
anaphor_number_agreement,0.84
tough_vs_raising_2,0.613
animate_subject_passive,0.584
wh_questions_subject_gap,0.869
animate_subject_trans,0.607
causative,0.448
wh_vs_that_no_gap,0.87
complex_NP_island,0.414
coordinate_structure_constraint_complex_left_branch,0.182
left_branch_island_echo_question,0.521
coordinate_structure_constraint_object_extraction,0.691
transitive,0.619
determiner_noun_agreement_1,0.718
wh_island,0.709
determiner_noun_agreement_2,0.743
only_npi_scope,0.672
determiner_noun_agreement_irregular_1,0.646
passive_1,0.601
determiner_noun_agreement_irregular_2,0.791
principle_A_domain_1,0.964
determiner_noun_agreement_with_adj_2,0.622
left_branch_island_simple_question,0.293
determiner_noun_agreement_with_adj_irregular_1,0.653
matrix_question_npi_licensor_present,0.083
determiner_noun_agreement_with_adj_irregular_2,0.666
npi_present_1,0.217
determiner_noun_agreement_with_adjective_1,0.582
principle_A_domain_2,0.455
distractor_agreement_relational_noun,0.389
principle_A_domain_3,0.488
distractor_agreement_relative_clause,0.428
drop_argument,0.524
wh_vs_that_with_gap,0.189
ellipsis_n_bar_1,0.441
ellipsis_n_bar_2,0.558
principle_A_reconstruction,0.209
existential_there_object_raising,0.66
regular_plural_subject_verb_agreement_1,0.631
existential_there_quantifiers_1,0.888
regular_plural_subject_verb_agreement_2,0.585
existential_there_quantifiers_2,0.439
sentential_negation_npi_licensor_present,0.997
existential_there_subject_raising,0.605
wh_questions_object_gap,0.486
expletive_it_object_raising,0.633
inchoative,0.412
intransitive,0.432
sentential_negation_npi_scope,0.55
irregular_past_participle_adjectives,0.859
sentential_subject_island,0.452
irregular_past_participle_verbs,0.805
npi_present_2,0.242
irregular_plural_subject_verb_agreement_1,0.696
only_npi_licensor_present,0.06
irregular_plural_subject_verb_agreement_2,0.657
passive_2,0.538
principle_A_c_command,0.62
principle_A_case_1,1.0
principle_A_case_2,0.453
superlative_quantifiers_1,0.274
wh_questions_subject_gap_long_distance,0.879
wh_vs_that_no_gap_long_distance,0.88
wh_vs_that_with_gap_long_distance,0.202
