,best
adjunct_island,0.557
superlative_quantifiers_2,0.571
anaphor_gender_agreement,0.694
tough_vs_raising_1,0.476
anaphor_number_agreement,0.622
tough_vs_raising_2,0.576
animate_subject_passive,0.55
wh_questions_subject_gap,0.791
animate_subject_trans,0.568
causative,0.432
wh_vs_that_no_gap,0.834
complex_NP_island,0.567
coordinate_structure_constraint_complex_left_branch,0.209
left_branch_island_echo_question,0.61
coordinate_structure_constraint_object_extraction,0.636
transitive,0.595
determiner_noun_agreement_1,0.519
wh_island,0.788
determiner_noun_agreement_2,0.502
only_npi_scope,0.327
determiner_noun_agreement_irregular_1,0.564
passive_1,0.556
determiner_noun_agreement_irregular_2,0.577
principle_A_domain_1,0.997
determiner_noun_agreement_with_adj_2,0.478
left_branch_island_simple_question,0.313
determiner_noun_agreement_with_adj_irregular_1,0.545
matrix_question_npi_licensor_present,0.043
determiner_noun_agreement_with_adj_irregular_2,0.534
npi_present_1,0.405
determiner_noun_agreement_with_adjective_1,0.498
principle_A_domain_2,0.508
distractor_agreement_relational_noun,0.45
principle_A_domain_3,0.508
distractor_agreement_relative_clause,0.479
drop_argument,0.509
wh_vs_that_with_gap,0.255
ellipsis_n_bar_1,0.36
ellipsis_n_bar_2,0.47
principle_A_reconstruction,0.28
existential_there_object_raising,0.699
regular_plural_subject_verb_agreement_1,0.55
existential_there_quantifiers_1,0.848
regular_plural_subject_verb_agreement_2,0.47
existential_there_quantifiers_2,0.151
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.563
wh_questions_object_gap,0.399
expletive_it_object_raising,0.644
inchoative,0.384
intransitive,0.417
sentential_negation_npi_scope,0.706
irregular_past_participle_adjectives,0.83
sentential_subject_island,0.585
irregular_past_participle_verbs,0.735
npi_present_2,0.334
irregular_plural_subject_verb_agreement_1,0.571
only_npi_licensor_present,0.015
irregular_plural_subject_verb_agreement_2,0.539
passive_2,0.539
principle_A_c_command,0.511
principle_A_case_1,1.0
principle_A_case_2,0.436
superlative_quantifiers_1,0.301
wh_questions_subject_gap_long_distance,0.793
wh_vs_that_no_gap_long_distance,0.888
wh_vs_that_with_gap_long_distance,0.212
