,best
adjunct_island,0.622
superlative_quantifiers_2,0.573
anaphor_gender_agreement,0.709
tough_vs_raising_1,0.466
anaphor_number_agreement,0.646
tough_vs_raising_2,0.586
animate_subject_passive,0.551
wh_questions_subject_gap,0.79
animate_subject_trans,0.586
causative,0.443
wh_vs_that_no_gap,0.821
complex_NP_island,0.527
coordinate_structure_constraint_complex_left_branch,0.216
left_branch_island_echo_question,0.614
coordinate_structure_constraint_object_extraction,0.666
transitive,0.597
determiner_noun_agreement_1,0.547
wh_island,0.752
determiner_noun_agreement_2,0.514
only_npi_scope,0.383
determiner_noun_agreement_irregular_1,0.572
passive_1,0.549
determiner_noun_agreement_irregular_2,0.619
principle_A_domain_1,0.995
determiner_noun_agreement_with_adj_2,0.478
left_branch_island_simple_question,0.329
determiner_noun_agreement_with_adj_irregular_1,0.542
matrix_question_npi_licensor_present,0.063
determiner_noun_agreement_with_adj_irregular_2,0.528
npi_present_1,0.4
determiner_noun_agreement_with_adjective_1,0.504
principle_A_domain_2,0.515
distractor_agreement_relational_noun,0.436
principle_A_domain_3,0.503
distractor_agreement_relative_clause,0.46
drop_argument,0.511
wh_vs_that_with_gap,0.271
ellipsis_n_bar_1,0.379
ellipsis_n_bar_2,0.48
principle_A_reconstruction,0.266
existential_there_object_raising,0.704
regular_plural_subject_verb_agreement_1,0.55
existential_there_quantifiers_1,0.866
regular_plural_subject_verb_agreement_2,0.473
existential_there_quantifiers_2,0.286
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.559
wh_questions_object_gap,0.413
expletive_it_object_raising,0.65
inchoative,0.394
intransitive,0.419
sentential_negation_npi_scope,0.708
irregular_past_participle_adjectives,0.915
sentential_subject_island,0.599
irregular_past_participle_verbs,0.753
npi_present_2,0.333
irregular_plural_subject_verb_agreement_1,0.589
only_npi_licensor_present,0.021
irregular_plural_subject_verb_agreement_2,0.549
passive_2,0.538
principle_A_c_command,0.543
principle_A_case_1,1.0
principle_A_case_2,0.442
superlative_quantifiers_1,0.205
wh_questions_subject_gap_long_distance,0.81
wh_vs_that_no_gap_long_distance,0.883
wh_vs_that_with_gap_long_distance,0.224
