,best
adjunct_island,0.471
superlative_quantifiers_2,0.168
anaphor_gender_agreement,0.392
tough_vs_raising_1,0.432
anaphor_number_agreement,0.521
tough_vs_raising_2,0.612
animate_subject_passive,0.463
wh_questions_subject_gap,0.736
animate_subject_trans,0.392
causative,0.473
wh_vs_that_no_gap,0.612
complex_NP_island,0.664
coordinate_structure_constraint_complex_left_branch,0.501
left_branch_island_echo_question,0.544
coordinate_structure_constraint_object_extraction,0.501
transitive,0.591
determiner_noun_agreement_1,0.482
wh_island,0.887
determiner_noun_agreement_2,0.479
only_npi_scope,0.08
determiner_noun_agreement_irregular_1,0.521
passive_1,0.578
determiner_noun_agreement_irregular_2,0.549
principle_A_domain_1,0.644
determiner_noun_agreement_with_adj_2,0.507
left_branch_island_simple_question,0.57
determiner_noun_agreement_with_adj_irregular_1,0.535
matrix_question_npi_licensor_present,0.024
determiner_noun_agreement_with_adj_irregular_2,0.509
npi_present_1,0.114
determiner_noun_agreement_with_adjective_1,0.481
principle_A_domain_2,0.527
distractor_agreement_relational_noun,0.465
principle_A_domain_3,0.523
distractor_agreement_relative_clause,0.526
drop_argument,0.548
wh_vs_that_with_gap,0.358
ellipsis_n_bar_1,0.259
ellipsis_n_bar_2,0.429
principle_A_reconstruction,0.291
existential_there_object_raising,0.609
regular_plural_subject_verb_agreement_1,0.473
existential_there_quantifiers_1,0.759
regular_plural_subject_verb_agreement_2,0.472
existential_there_quantifiers_2,0.263
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.52
wh_questions_object_gap,0.401
expletive_it_object_raising,0.591
inchoative,0.442
intransitive,0.431
sentential_negation_npi_scope,0.231
irregular_past_participle_adjectives,0.433
sentential_subject_island,0.519
irregular_past_participle_verbs,0.528
npi_present_2,0.148
irregular_plural_subject_verb_agreement_1,0.545
only_npi_licensor_present,0.134
irregular_plural_subject_verb_agreement_2,0.505
passive_2,0.54
principle_A_c_command,0.283
principle_A_case_1,0.984
principle_A_case_2,0.453
superlative_quantifiers_1,0.082
wh_questions_subject_gap_long_distance,0.519
wh_vs_that_no_gap_long_distance,0.606
wh_vs_that_with_gap_long_distance,0.401
