,best
adjunct_island,0.69
superlative_quantifiers_2,0.586
anaphor_gender_agreement,0.649
tough_vs_raising_1,0.394
anaphor_number_agreement,0.592
tough_vs_raising_2,0.636
animate_subject_passive,0.598
wh_questions_subject_gap,0.878
animate_subject_trans,0.511
causative,0.452
wh_vs_that_no_gap,0.76
complex_NP_island,0.36
coordinate_structure_constraint_complex_left_branch,0.078
left_branch_island_echo_question,0.525
coordinate_structure_constraint_object_extraction,0.294
transitive,0.617
determiner_noun_agreement_1,0.699
wh_island,0.893
determiner_noun_agreement_2,0.59
only_npi_scope,0.268
determiner_noun_agreement_irregular_1,0.656
passive_1,0.522
determiner_noun_agreement_irregular_2,0.734
principle_A_domain_1,0.987
determiner_noun_agreement_with_adj_2,0.563
left_branch_island_simple_question,0.166
determiner_noun_agreement_with_adj_irregular_1,0.647
matrix_question_npi_licensor_present,0.216
determiner_noun_agreement_with_adj_irregular_2,0.599
npi_present_1,0.166
determiner_noun_agreement_with_adjective_1,0.589
principle_A_domain_2,0.491
distractor_agreement_relational_noun,0.394
principle_A_domain_3,0.503
distractor_agreement_relative_clause,0.378
drop_argument,0.41
wh_vs_that_with_gap,0.319
ellipsis_n_bar_1,0.344
ellipsis_n_bar_2,0.562
principle_A_reconstruction,0.212
existential_there_object_raising,0.653
regular_plural_subject_verb_agreement_1,0.483
existential_there_quantifiers_1,0.845
regular_plural_subject_verb_agreement_2,0.537
existential_there_quantifiers_2,0.393
sentential_negation_npi_licensor_present,0.995
existential_there_subject_raising,0.571
wh_questions_object_gap,0.512
expletive_it_object_raising,0.618
inchoative,0.513
intransitive,0.393
sentential_negation_npi_scope,0.662
irregular_past_participle_adjectives,0.584
sentential_subject_island,0.492
irregular_past_participle_verbs,0.803
npi_present_2,0.208
irregular_plural_subject_verb_agreement_1,0.625
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.579
passive_2,0.441
principle_A_c_command,0.607
principle_A_case_1,0.999
principle_A_case_2,0.509
superlative_quantifiers_1,0.535
wh_questions_subject_gap_long_distance,0.894
wh_vs_that_no_gap_long_distance,0.827
wh_vs_that_with_gap_long_distance,0.249
