,best
adjunct_island,0.438
superlative_quantifiers_2,0.289
anaphor_gender_agreement,0.672
tough_vs_raising_1,0.497
anaphor_number_agreement,0.594
tough_vs_raising_2,0.559
animate_subject_passive,0.577
wh_questions_subject_gap,0.963
animate_subject_trans,0.422
causative,0.468
wh_vs_that_no_gap,0.993
complex_NP_island,0.378
coordinate_structure_constraint_complex_left_branch,0.419
left_branch_island_echo_question,0.629
coordinate_structure_constraint_object_extraction,0.404
transitive,0.586
determiner_noun_agreement_1,0.535
wh_island,0.928
determiner_noun_agreement_2,0.488
only_npi_scope,0.082
determiner_noun_agreement_irregular_1,0.497
passive_1,0.479
determiner_noun_agreement_irregular_2,0.521
principle_A_domain_1,1.0
determiner_noun_agreement_with_adj_2,0.468
left_branch_island_simple_question,0.441
determiner_noun_agreement_with_adj_irregular_1,0.519
matrix_question_npi_licensor_present,0.323
determiner_noun_agreement_with_adj_irregular_2,0.528
npi_present_1,0.439
determiner_noun_agreement_with_adjective_1,0.496
principle_A_domain_2,0.533
distractor_agreement_relational_noun,0.456
principle_A_domain_3,0.506
distractor_agreement_relative_clause,0.506
drop_argument,0.429
wh_vs_that_with_gap,0.02
ellipsis_n_bar_1,0.148
ellipsis_n_bar_2,0.415
principle_A_reconstruction,0.191
existential_there_object_raising,0.689
regular_plural_subject_verb_agreement_1,0.577
existential_there_quantifiers_1,0.744
regular_plural_subject_verb_agreement_2,0.509
existential_there_quantifiers_2,0.219
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.527
wh_questions_object_gap,0.629
expletive_it_object_raising,0.595
inchoative,0.468
intransitive,0.381
sentential_negation_npi_scope,0.633
irregular_past_participle_adjectives,0.46
sentential_subject_island,0.518
irregular_past_participle_verbs,0.721
npi_present_2,0.43
irregular_plural_subject_verb_agreement_1,0.543
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.52
passive_2,0.418
principle_A_c_command,0.378
principle_A_case_1,1.0
principle_A_case_2,0.468
superlative_quantifiers_1,0.468
wh_questions_subject_gap_long_distance,0.981
wh_vs_that_no_gap_long_distance,0.988
wh_vs_that_with_gap_long_distance,0.013
