,best
adjunct_island,0.538
anaphor_gender_agreement,0.646
anaphor_number_agreement,0.495
animate_subject_passive,0.567
animate_subject_trans,0.527
causative,0.462
complex_NP_island,0.452
coordinate_structure_constraint_complex_left_branch,0.213
coordinate_structure_constraint_object_extraction,0.298
determiner_noun_agreement_1,0.498
determiner_noun_agreement_2,0.497
determiner_noun_agreement_irregular_1,0.513
determiner_noun_agreement_irregular_2,0.535
determiner_noun_agreement_with_adj_2,0.484
determiner_noun_agreement_with_adj_irregular_1,0.544
determiner_noun_agreement_with_adj_irregular_2,0.532
determiner_noun_agreement_with_adjective_1,0.486
distractor_agreement_relational_noun,0.446
distractor_agreement_relative_clause,0.481
drop_argument,0.418
ellipsis_n_bar_1,0.191
ellipsis_n_bar_2,0.478
existential_there_object_raising,0.672
existential_there_quantifiers_1,0.714
existential_there_quantifiers_2,0.202
existential_there_subject_raising,0.568
expletive_it_object_raising,0.618
inchoative,0.457
intransitive,0.39
irregular_past_participle_adjectives,0.401
irregular_past_participle_verbs,0.777
irregular_plural_subject_verb_agreement_1,0.571
irregular_plural_subject_verb_agreement_2,0.56
left_branch_island_echo_question,0.556
left_branch_island_simple_question,0.276
matrix_question_npi_licensor_present,0.053
npi_present_1,0.394
npi_present_2,0.357
only_npi_licensor_present,0.0
only_npi_scope,0.093
passive_1,0.484
passive_2,0.455
principle_A_c_command,0.559
principle_A_case_1,1.0
principle_A_case_2,0.447
principle_A_domain_1,0.993
principle_A_domain_2,0.488
principle_A_domain_3,0.493
principle_A_reconstruction,0.21
regular_plural_subject_verb_agreement_1,0.527
regular_plural_subject_verb_agreement_2,0.494
sentential_negation_npi_licensor_present,0.996
sentential_negation_npi_scope,0.703
sentential_subject_island,0.569
superlative_quantifiers_1,0.503
superlative_quantifiers_2,0.499
tough_vs_raising_1,0.451
tough_vs_raising_2,0.608
transitive,0.577
wh_island,0.9
wh_questions_object_gap,0.462
wh_questions_subject_gap,0.753
wh_questions_subject_gap_long_distance,0.798
wh_vs_that_no_gap,0.809
wh_vs_that_no_gap_long_distance,0.853
wh_vs_that_with_gap,0.199
wh_vs_that_with_gap_long_distance,0.214
