,best
adjunct_island,0.746
superlative_quantifiers_2,0.769
anaphor_gender_agreement,0.721
tough_vs_raising_1,0.457
anaphor_number_agreement,0.819
tough_vs_raising_2,0.606
animate_subject_passive,0.575
wh_questions_subject_gap,0.802
animate_subject_trans,0.584
causative,0.423
wh_vs_that_no_gap,0.876
complex_NP_island,0.443
coordinate_structure_constraint_complex_left_branch,0.214
left_branch_island_echo_question,0.511
coordinate_structure_constraint_object_extraction,0.749
transitive,0.6
determiner_noun_agreement_1,0.65
wh_island,0.818
determiner_noun_agreement_2,0.686
only_npi_scope,0.66
determiner_noun_agreement_irregular_1,0.618
passive_1,0.598
determiner_noun_agreement_irregular_2,0.762
principle_A_domain_1,0.981
determiner_noun_agreement_with_adj_2,0.559
left_branch_island_simple_question,0.368
determiner_noun_agreement_with_adj_irregular_1,0.596
matrix_question_npi_licensor_present,0.061
determiner_noun_agreement_with_adj_irregular_2,0.61
npi_present_1,0.282
determiner_noun_agreement_with_adjective_1,0.538
principle_A_domain_2,0.481
distractor_agreement_relational_noun,0.41
principle_A_domain_3,0.489
distractor_agreement_relative_clause,0.44
drop_argument,0.512
wh_vs_that_with_gap,0.193
ellipsis_n_bar_1,0.444
ellipsis_n_bar_2,0.559
principle_A_reconstruction,0.215
existential_there_object_raising,0.676
regular_plural_subject_verb_agreement_1,0.585
existential_there_quantifiers_1,0.884
regular_plural_subject_verb_agreement_2,0.538
existential_there_quantifiers_2,0.455
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.585
wh_questions_object_gap,0.454
expletive_it_object_raising,0.632
inchoative,0.409
intransitive,0.439
sentential_negation_npi_scope,0.589
irregular_past_participle_adjectives,0.932
sentential_subject_island,0.488
irregular_past_participle_verbs,0.757
npi_present_2,0.254
irregular_plural_subject_verb_agreement_1,0.663
only_npi_licensor_present,0.029
irregular_plural_subject_verb_agreement_2,0.615
passive_2,0.522
principle_A_c_command,0.589
principle_A_case_1,1.0
principle_A_case_2,0.449
superlative_quantifiers_1,0.137
wh_questions_subject_gap_long_distance,0.857
wh_vs_that_no_gap_long_distance,0.912
wh_vs_that_with_gap_long_distance,0.174
