,best
adjunct_island,0.558
superlative_quantifiers_2,0.279
anaphor_gender_agreement,0.642
tough_vs_raising_1,0.558
anaphor_number_agreement,0.555
tough_vs_raising_2,0.506
animate_subject_passive,0.583
wh_questions_subject_gap,0.894
animate_subject_trans,0.458
causative,0.483
wh_vs_that_no_gap,0.952
complex_NP_island,0.34
coordinate_structure_constraint_complex_left_branch,0.226
left_branch_island_echo_question,0.643
coordinate_structure_constraint_object_extraction,0.299
transitive,0.57
determiner_noun_agreement_1,0.553
wh_island,0.855
determiner_noun_agreement_2,0.487
only_npi_scope,0.115
determiner_noun_agreement_irregular_1,0.516
passive_1,0.453
determiner_noun_agreement_irregular_2,0.528
principle_A_domain_1,0.998
determiner_noun_agreement_with_adj_2,0.476
left_branch_island_simple_question,0.27
determiner_noun_agreement_with_adj_irregular_1,0.522
matrix_question_npi_licensor_present,0.224
determiner_noun_agreement_with_adj_irregular_2,0.53
npi_present_1,0.449
determiner_noun_agreement_with_adjective_1,0.499
principle_A_domain_2,0.511
distractor_agreement_relational_noun,0.469
principle_A_domain_3,0.513
distractor_agreement_relative_clause,0.509
drop_argument,0.438
wh_vs_that_with_gap,0.112
ellipsis_n_bar_1,0.222
ellipsis_n_bar_2,0.452
principle_A_reconstruction,0.107
existential_there_object_raising,0.696
regular_plural_subject_verb_agreement_1,0.583
existential_there_quantifiers_1,0.752
regular_plural_subject_verb_agreement_2,0.506
existential_there_quantifiers_2,0.255
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.515
wh_questions_object_gap,0.477
expletive_it_object_raising,0.608
inchoative,0.539
intransitive,0.456
sentential_negation_npi_scope,0.618
irregular_past_participle_adjectives,0.599
sentential_subject_island,0.442
irregular_past_participle_verbs,0.668
npi_present_2,0.426
irregular_plural_subject_verb_agreement_1,0.562
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.538
passive_2,0.355
principle_A_c_command,0.4
principle_A_case_1,1.0
principle_A_case_2,0.477
superlative_quantifiers_1,0.467
wh_questions_subject_gap_long_distance,0.956
wh_vs_that_no_gap_long_distance,0.958
wh_vs_that_with_gap_long_distance,0.082
