,epoch_0
adjunct_island,0.517
anaphor_gender_agreement,0.777
anaphor_number_agreement,0.597
animate_subject_passive,0.518
animate_subject_trans,0.499
causative,0.435
complex_NP_island,0.373
coordinate_structure_constraint_complex_left_branch,0.662
coordinate_structure_constraint_object_extraction,0.355
determiner_noun_agreement_1,0.496
determiner_noun_agreement_2,0.486
determiner_noun_agreement_irregular_1,0.533
determiner_noun_agreement_irregular_2,0.542
determiner_noun_agreement_with_adj_2,0.491
determiner_noun_agreement_with_adj_irregular_1,0.521
determiner_noun_agreement_with_adj_irregular_2,0.538
determiner_noun_agreement_with_adjective_1,0.495
distractor_agreement_relational_noun,0.481
distractor_agreement_relative_clause,0.533
drop_argument,0.625
ellipsis_n_bar_1,0.473
ellipsis_n_bar_2,0.395
existential_there_object_raising,0.529
existential_there_quantifiers_1,0.78
existential_there_quantifiers_2,0.102
existential_there_subject_raising,0.554
expletive_it_object_raising,0.538
inchoative,0.465
intransitive,0.639
irregular_past_participle_adjectives,0.396
irregular_past_participle_verbs,0.455
irregular_plural_subject_verb_agreement_1,0.513
irregular_plural_subject_verb_agreement_2,0.513
left_branch_island_echo_question,0.542
left_branch_island_simple_question,0.643
matrix_question_npi_licensor_present,0.592
npi_present_1,0.035
npi_present_2,0.059
only_npi_licensor_present,0.0
only_npi_scope,0.236
passive_1,0.512
passive_2,0.551
principle_A_c_command,0.487
principle_A_case_1,0.363
principle_A_case_2,0.455
principle_A_domain_1,0.579
principle_A_domain_2,0.401
principle_A_domain_3,0.503
principle_A_reconstruction,0.456
regular_plural_subject_verb_agreement_1,0.64
regular_plural_subject_verb_agreement_2,0.513
sentential_negation_npi_licensor_present,0.382
sentential_negation_npi_scope,0.835
sentential_subject_island,0.472
superlative_quantifiers_1,0.823
superlative_quantifiers_2,0.215
tough_vs_raising_1,0.441
tough_vs_raising_2,0.525
transitive,0.462
wh_island,0.678
wh_questions_object_gap,0.641
wh_questions_subject_gap,0.919
wh_questions_subject_gap_long_distance,0.868
wh_vs_that_no_gap,0.869
wh_vs_that_no_gap_long_distance,0.904
wh_vs_that_with_gap,0.132
wh_vs_that_with_gap_long_distance,0.109
