,best
adjunct_island,0.781
superlative_quantifiers_2,0.791
anaphor_gender_agreement,0.73
tough_vs_raising_1,0.446
anaphor_number_agreement,0.837
tough_vs_raising_2,0.616
animate_subject_passive,0.584
wh_questions_subject_gap,0.876
animate_subject_trans,0.606
causative,0.451
wh_vs_that_no_gap,0.893
complex_NP_island,0.413
coordinate_structure_constraint_complex_left_branch,0.185
left_branch_island_echo_question,0.524
coordinate_structure_constraint_object_extraction,0.683
transitive,0.619
determiner_noun_agreement_1,0.711
wh_island,0.744
determiner_noun_agreement_2,0.739
only_npi_scope,0.671
determiner_noun_agreement_irregular_1,0.643
passive_1,0.598
determiner_noun_agreement_irregular_2,0.798
principle_A_domain_1,0.974
determiner_noun_agreement_with_adj_2,0.614
left_branch_island_simple_question,0.311
determiner_noun_agreement_with_adj_irregular_1,0.643
matrix_question_npi_licensor_present,0.091
determiner_noun_agreement_with_adj_irregular_2,0.662
npi_present_1,0.23
determiner_noun_agreement_with_adjective_1,0.576
principle_A_domain_2,0.463
distractor_agreement_relational_noun,0.39
principle_A_domain_3,0.484
distractor_agreement_relative_clause,0.432
drop_argument,0.526
wh_vs_that_with_gap,0.175
ellipsis_n_bar_1,0.446
ellipsis_n_bar_2,0.578
principle_A_reconstruction,0.211
existential_there_object_raising,0.661
regular_plural_subject_verb_agreement_1,0.62
existential_there_quantifiers_1,0.886
regular_plural_subject_verb_agreement_2,0.578
existential_there_quantifiers_2,0.441
sentential_negation_npi_licensor_present,0.997
existential_there_subject_raising,0.606
wh_questions_object_gap,0.498
expletive_it_object_raising,0.632
inchoative,0.418
intransitive,0.44
sentential_negation_npi_scope,0.537
irregular_past_participle_adjectives,0.861
sentential_subject_island,0.472
irregular_past_participle_verbs,0.807
npi_present_2,0.234
irregular_plural_subject_verb_agreement_1,0.681
only_npi_licensor_present,0.082
irregular_plural_subject_verb_agreement_2,0.648
passive_2,0.521
principle_A_c_command,0.627
principle_A_case_1,1.0
principle_A_case_2,0.445
superlative_quantifiers_1,0.262
wh_questions_subject_gap_long_distance,0.885
wh_vs_that_no_gap_long_distance,0.889
wh_vs_that_with_gap_long_distance,0.188
