,best
adjunct_island,0.715
superlative_quantifiers_2,0.528
anaphor_gender_agreement,0.624
tough_vs_raising_1,0.4
anaphor_number_agreement,0.658
tough_vs_raising_2,0.631
animate_subject_passive,0.583
wh_questions_subject_gap,0.876
animate_subject_trans,0.505
causative,0.469
wh_vs_that_no_gap,0.748
complex_NP_island,0.353
coordinate_structure_constraint_complex_left_branch,0.093
left_branch_island_echo_question,0.436
coordinate_structure_constraint_object_extraction,0.275
transitive,0.625
determiner_noun_agreement_1,0.772
wh_island,0.85
determiner_noun_agreement_2,0.648
only_npi_scope,0.321
determiner_noun_agreement_irregular_1,0.682
passive_1,0.525
determiner_noun_agreement_irregular_2,0.762
principle_A_domain_1,0.981
determiner_noun_agreement_with_adj_2,0.609
left_branch_island_simple_question,0.158
determiner_noun_agreement_with_adj_irregular_1,0.68
matrix_question_npi_licensor_present,0.261
determiner_noun_agreement_with_adj_irregular_2,0.654
npi_present_1,0.175
determiner_noun_agreement_with_adjective_1,0.643
principle_A_domain_2,0.498
distractor_agreement_relational_noun,0.382
principle_A_domain_3,0.502
distractor_agreement_relative_clause,0.349
drop_argument,0.415
wh_vs_that_with_gap,0.37
ellipsis_n_bar_1,0.402
ellipsis_n_bar_2,0.586
principle_A_reconstruction,0.22
existential_there_object_raising,0.646
regular_plural_subject_verb_agreement_1,0.479
existential_there_quantifiers_1,0.844
regular_plural_subject_verb_agreement_2,0.584
existential_there_quantifiers_2,0.343
sentential_negation_npi_licensor_present,0.99
existential_there_subject_raising,0.593
wh_questions_object_gap,0.51
expletive_it_object_raising,0.605
inchoative,0.524
intransitive,0.393
sentential_negation_npi_scope,0.674
irregular_past_participle_adjectives,0.617
sentential_subject_island,0.457
irregular_past_participle_verbs,0.771
npi_present_2,0.243
irregular_plural_subject_verb_agreement_1,0.601
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.587
passive_2,0.435
principle_A_c_command,0.585
principle_A_case_1,0.999
principle_A_case_2,0.511
superlative_quantifiers_1,0.58
wh_questions_subject_gap_long_distance,0.91
wh_vs_that_no_gap_long_distance,0.806
wh_vs_that_with_gap_long_distance,0.264
