,best
adjunct_island,0.543
anaphor_gender_agreement,0.698
anaphor_number_agreement,0.616
animate_subject_passive,0.595
animate_subject_trans,0.377
causative,0.447
complex_NP_island,0.465
coordinate_structure_constraint_complex_left_branch,0.263
coordinate_structure_constraint_object_extraction,0.482
determiner_noun_agreement_1,0.522
determiner_noun_agreement_2,0.49
determiner_noun_agreement_irregular_1,0.481
determiner_noun_agreement_irregular_2,0.531
determiner_noun_agreement_with_adj_2,0.473
determiner_noun_agreement_with_adj_irregular_1,0.495
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.49
distractor_agreement_relational_noun,0.476
distractor_agreement_relative_clause,0.532
drop_argument,0.456
ellipsis_n_bar_1,0.288
ellipsis_n_bar_2,0.372
existential_there_object_raising,0.694
existential_there_quantifiers_1,0.755
existential_there_quantifiers_2,0.236
existential_there_subject_raising,0.606
expletive_it_object_raising,0.638
inchoative,0.32
intransitive,0.374
irregular_past_participle_adjectives,0.227
irregular_past_participle_verbs,0.831
irregular_plural_subject_verb_agreement_1,0.525
irregular_plural_subject_verb_agreement_2,0.503
left_branch_island_echo_question,0.642
left_branch_island_simple_question,0.282
matrix_question_npi_licensor_present,0.034
npi_present_1,0.354
npi_present_2,0.293
only_npi_licensor_present,0.263
only_npi_scope,0.247
passive_1,0.626
passive_2,0.593
principle_A_c_command,0.46
principle_A_case_1,1.0
principle_A_case_2,0.41
principle_A_domain_1,1.0
principle_A_domain_2,0.483
principle_A_domain_3,0.517
principle_A_reconstruction,0.418
regular_plural_subject_verb_agreement_1,0.477
regular_plural_subject_verb_agreement_2,0.454
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.792
sentential_subject_island,0.507
superlative_quantifiers_1,0.509
superlative_quantifiers_2,0.277
tough_vs_raising_1,0.439
tough_vs_raising_2,0.6
transitive,0.619
wh_island,0.942
wh_questions_object_gap,0.722
wh_questions_subject_gap,0.984
wh_questions_subject_gap_long_distance,0.907
wh_vs_that_no_gap,0.994
wh_vs_that_no_gap_long_distance,0.994
wh_vs_that_with_gap,0.015
wh_vs_that_with_gap_long_distance,0.011
