,best
adjunct_island,0.586
anaphor_gender_agreement,0.397
anaphor_number_agreement,0.545
animate_subject_passive,0.56
animate_subject_trans,0.421
causative,0.44
complex_NP_island,0.671
coordinate_structure_constraint_complex_left_branch,0.171
coordinate_structure_constraint_object_extraction,0.335
determiner_noun_agreement_1,0.542
determiner_noun_agreement_2,0.515
determiner_noun_agreement_irregular_1,0.504
determiner_noun_agreement_irregular_2,0.545
determiner_noun_agreement_with_adj_2,0.511
determiner_noun_agreement_with_adj_irregular_1,0.551
determiner_noun_agreement_with_adj_irregular_2,0.513
determiner_noun_agreement_with_adjective_1,0.498
distractor_agreement_relational_noun,0.463
distractor_agreement_relative_clause,0.493
drop_argument,0.647
ellipsis_n_bar_1,0.236
ellipsis_n_bar_2,0.487
existential_there_object_raising,0.675
existential_there_quantifiers_1,0.714
existential_there_quantifiers_2,0.021
existential_there_subject_raising,0.548
expletive_it_object_raising,0.642
inchoative,0.476
intransitive,0.503
irregular_past_participle_adjectives,0.701
irregular_past_participle_verbs,0.544
irregular_plural_subject_verb_agreement_1,0.539
irregular_plural_subject_verb_agreement_2,0.499
left_branch_island_echo_question,0.385
left_branch_island_simple_question,0.221
matrix_question_npi_licensor_present,0.226
npi_present_1,0.664
npi_present_2,0.648
only_npi_licensor_present,0.0
only_npi_scope,0.15
passive_1,0.537
passive_2,0.518
principle_A_c_command,0.337
principle_A_case_1,1.0
principle_A_case_2,0.461
principle_A_domain_1,0.754
principle_A_domain_2,0.578
principle_A_domain_3,0.514
principle_A_reconstruction,0.307
regular_plural_subject_verb_agreement_1,0.614
regular_plural_subject_verb_agreement_2,0.466
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.383
sentential_subject_island,0.564
superlative_quantifiers_1,0.149
superlative_quantifiers_2,0.152
tough_vs_raising_1,0.473
tough_vs_raising_2,0.564
transitive,0.589
wh_island,0.416
wh_questions_object_gap,0.244
wh_questions_subject_gap,0.309
wh_questions_subject_gap_long_distance,0.413
wh_vs_that_no_gap,0.691
wh_vs_that_no_gap_long_distance,0.559
wh_vs_that_with_gap,0.315
wh_vs_that_with_gap_long_distance,0.437
