,best
adjunct_island,0.721
superlative_quantifiers_2,0.482
anaphor_gender_agreement,0.701
tough_vs_raising_1,0.525
anaphor_number_agreement,0.64
tough_vs_raising_2,0.529
animate_subject_passive,0.594
wh_questions_subject_gap,0.897
animate_subject_trans,0.438
causative,0.478
wh_vs_that_no_gap,0.851
complex_NP_island,0.414
coordinate_structure_constraint_complex_left_branch,0.183
left_branch_island_echo_question,0.573
coordinate_structure_constraint_object_extraction,0.318
transitive,0.576
determiner_noun_agreement_1,0.593
wh_island,0.807
determiner_noun_agreement_2,0.534
only_npi_scope,0.226
determiner_noun_agreement_irregular_1,0.611
passive_1,0.47
determiner_noun_agreement_irregular_2,0.678
principle_A_domain_1,0.997
determiner_noun_agreement_with_adj_2,0.507
left_branch_island_simple_question,0.288
determiner_noun_agreement_with_adj_irregular_1,0.536
matrix_question_npi_licensor_present,0.025
determiner_noun_agreement_with_adj_irregular_2,0.545
npi_present_1,0.265
determiner_noun_agreement_with_adjective_1,0.523
principle_A_domain_2,0.515
distractor_agreement_relational_noun,0.393
principle_A_domain_3,0.527
distractor_agreement_relative_clause,0.449
drop_argument,0.394
wh_vs_that_with_gap,0.205
ellipsis_n_bar_1,0.469
ellipsis_n_bar_2,0.542
principle_A_reconstruction,0.181
existential_there_object_raising,0.666
regular_plural_subject_verb_agreement_1,0.521
existential_there_quantifiers_1,0.833
regular_plural_subject_verb_agreement_2,0.508
existential_there_quantifiers_2,0.423
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.491
wh_questions_object_gap,0.596
expletive_it_object_raising,0.616
inchoative,0.506
intransitive,0.391
sentential_negation_npi_scope,0.48
irregular_past_participle_adjectives,0.791
sentential_subject_island,0.382
irregular_past_participle_verbs,0.65
npi_present_2,0.316
irregular_plural_subject_verb_agreement_1,0.55
only_npi_licensor_present,0.978
irregular_plural_subject_verb_agreement_2,0.538
passive_2,0.427
principle_A_c_command,0.329
principle_A_case_1,1.0
principle_A_case_2,0.515
superlative_quantifiers_1,0.133
wh_questions_subject_gap_long_distance,0.896
wh_vs_that_no_gap_long_distance,0.892
wh_vs_that_with_gap_long_distance,0.187
