,epoch_1
adjunct_island,0.467
anaphor_gender_agreement,0.643
anaphor_number_agreement,0.533
animate_subject_passive,0.499
animate_subject_trans,0.401
causative,0.458
complex_NP_island,0.516
coordinate_structure_constraint_complex_left_branch,0.282
coordinate_structure_constraint_object_extraction,0.265
determiner_noun_agreement_1,0.513
determiner_noun_agreement_2,0.523
determiner_noun_agreement_irregular_1,0.489
determiner_noun_agreement_irregular_2,0.487
determiner_noun_agreement_with_adj_2,0.488
determiner_noun_agreement_with_adj_irregular_1,0.534
determiner_noun_agreement_with_adj_irregular_2,0.503
determiner_noun_agreement_with_adjective_1,0.531
distractor_agreement_relational_noun,0.472
distractor_agreement_relative_clause,0.537
drop_argument,0.707
ellipsis_n_bar_1,0.361
ellipsis_n_bar_2,0.48
existential_there_object_raising,0.608
existential_there_quantifiers_1,0.502
existential_there_quantifiers_2,0.0
existential_there_subject_raising,0.473
expletive_it_object_raising,0.608
inchoative,0.493
intransitive,0.688
irregular_past_participle_adjectives,0.088
irregular_past_participle_verbs,0.62
irregular_plural_subject_verb_agreement_1,0.52
irregular_plural_subject_verb_agreement_2,0.448
left_branch_island_echo_question,0.236
left_branch_island_simple_question,0.349
matrix_question_npi_licensor_present,0.798
npi_present_1,0.506
npi_present_2,0.455
only_npi_licensor_present,0.973
only_npi_scope,0.346
passive_1,0.552
passive_2,0.604
principle_A_c_command,0.322
principle_A_case_1,0.861
principle_A_case_2,0.457
principle_A_domain_1,0.501
principle_A_domain_2,0.463
principle_A_domain_3,0.515
principle_A_reconstruction,0.297
regular_plural_subject_verb_agreement_1,0.538
regular_plural_subject_verb_agreement_2,0.473
sentential_negation_npi_licensor_present,0.819
sentential_negation_npi_scope,0.496
sentential_subject_island,0.528
superlative_quantifiers_1,0.961
superlative_quantifiers_2,0.022
tough_vs_raising_1,0.458
tough_vs_raising_2,0.526
transitive,0.463
wh_island,0.912
wh_questions_object_gap,0.305
wh_questions_subject_gap,0.588
wh_questions_subject_gap_long_distance,0.518
wh_vs_that_no_gap,0.647
wh_vs_that_no_gap_long_distance,0.681
wh_vs_that_with_gap,0.346
wh_vs_that_with_gap_long_distance,0.358
