,best
adjunct_island,0.786
superlative_quantifiers_2,0.801
anaphor_gender_agreement,0.726
tough_vs_raising_1,0.455
anaphor_number_agreement,0.834
tough_vs_raising_2,0.612
animate_subject_passive,0.584
wh_questions_subject_gap,0.887
animate_subject_trans,0.601
causative,0.462
wh_vs_that_no_gap,0.886
complex_NP_island,0.415
coordinate_structure_constraint_complex_left_branch,0.177
left_branch_island_echo_question,0.506
coordinate_structure_constraint_object_extraction,0.678
transitive,0.626
determiner_noun_agreement_1,0.725
wh_island,0.707
determiner_noun_agreement_2,0.744
only_npi_scope,0.67
determiner_noun_agreement_irregular_1,0.653
passive_1,0.6
determiner_noun_agreement_irregular_2,0.792
principle_A_domain_1,0.963
determiner_noun_agreement_with_adj_2,0.621
left_branch_island_simple_question,0.305
determiner_noun_agreement_with_adj_irregular_1,0.657
matrix_question_npi_licensor_present,0.087
determiner_noun_agreement_with_adj_irregular_2,0.661
npi_present_1,0.234
determiner_noun_agreement_with_adjective_1,0.585
principle_A_domain_2,0.458
distractor_agreement_relational_noun,0.389
principle_A_domain_3,0.481
distractor_agreement_relative_clause,0.433
drop_argument,0.529
wh_vs_that_with_gap,0.181
ellipsis_n_bar_1,0.439
ellipsis_n_bar_2,0.569
principle_A_reconstruction,0.199
existential_there_object_raising,0.656
regular_plural_subject_verb_agreement_1,0.627
existential_there_quantifiers_1,0.888
regular_plural_subject_verb_agreement_2,0.595
existential_there_quantifiers_2,0.429
sentential_negation_npi_licensor_present,0.997
existential_there_subject_raising,0.605
wh_questions_object_gap,0.498
expletive_it_object_raising,0.637
inchoative,0.411
intransitive,0.435
sentential_negation_npi_scope,0.534
irregular_past_participle_adjectives,0.843
sentential_subject_island,0.444
irregular_past_participle_verbs,0.811
npi_present_2,0.246
irregular_plural_subject_verb_agreement_1,0.698
only_npi_licensor_present,0.066
irregular_plural_subject_verb_agreement_2,0.663
passive_2,0.531
principle_A_c_command,0.63
principle_A_case_1,1.0
principle_A_case_2,0.449
superlative_quantifiers_1,0.308
wh_questions_subject_gap_long_distance,0.89
wh_vs_that_no_gap_long_distance,0.883
wh_vs_that_with_gap_long_distance,0.194
