,best
adjunct_island,0.491
anaphor_gender_agreement,0.349
anaphor_number_agreement,0.483
animate_subject_passive,0.521
animate_subject_trans,0.445
causative,0.472
complex_NP_island,0.594
coordinate_structure_constraint_complex_left_branch,0.316
coordinate_structure_constraint_object_extraction,0.524
determiner_noun_agreement_1,0.514
determiner_noun_agreement_2,0.495
determiner_noun_agreement_irregular_1,0.531
determiner_noun_agreement_irregular_2,0.502
determiner_noun_agreement_with_adj_2,0.498
determiner_noun_agreement_with_adj_irregular_1,0.557
determiner_noun_agreement_with_adj_irregular_2,0.533
determiner_noun_agreement_with_adjective_1,0.487
distractor_agreement_relational_noun,0.471
distractor_agreement_relative_clause,0.501
drop_argument,0.544
ellipsis_n_bar_1,0.23
ellipsis_n_bar_2,0.511
existential_there_object_raising,0.712
existential_there_quantifiers_1,0.646
existential_there_quantifiers_2,0.145
existential_there_subject_raising,0.582
expletive_it_object_raising,0.632
inchoative,0.445
intransitive,0.492
irregular_past_participle_adjectives,0.411
irregular_past_participle_verbs,0.634
irregular_plural_subject_verb_agreement_1,0.529
irregular_plural_subject_verb_agreement_2,0.576
left_branch_island_echo_question,0.602
left_branch_island_simple_question,0.287
matrix_question_npi_licensor_present,0.05
npi_present_1,0.344
npi_present_2,0.28
only_npi_licensor_present,0.017
only_npi_scope,0.11
passive_1,0.527
passive_2,0.475
principle_A_c_command,0.568
principle_A_case_1,1.0
principle_A_case_2,0.412
principle_A_domain_1,0.987
principle_A_domain_2,0.523
principle_A_domain_3,0.484
principle_A_reconstruction,0.285
regular_plural_subject_verb_agreement_1,0.529
regular_plural_subject_verb_agreement_2,0.468
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.622
sentential_subject_island,0.536
superlative_quantifiers_1,0.378
superlative_quantifiers_2,0.451
tough_vs_raising_1,0.487
tough_vs_raising_2,0.559
transitive,0.579
wh_island,0.895
wh_questions_object_gap,0.396
wh_questions_subject_gap,0.713
wh_questions_subject_gap_long_distance,0.672
wh_vs_that_no_gap,0.869
wh_vs_that_no_gap_long_distance,0.864
wh_vs_that_with_gap,0.146
wh_vs_that_with_gap_long_distance,0.2
