,best
adjunct_island,0.642
anaphor_gender_agreement,0.557
anaphor_number_agreement,0.548
animate_subject_passive,0.576
animate_subject_trans,0.507
causative,0.451
complex_NP_island,0.546
coordinate_structure_constraint_complex_left_branch,0.182
coordinate_structure_constraint_object_extraction,0.353
determiner_noun_agreement_1,0.595
determiner_noun_agreement_2,0.513
determiner_noun_agreement_irregular_1,0.528
determiner_noun_agreement_irregular_2,0.612
determiner_noun_agreement_with_adj_2,0.496
determiner_noun_agreement_with_adj_irregular_1,0.5
determiner_noun_agreement_with_adj_irregular_2,0.557
determiner_noun_agreement_with_adjective_1,0.51
distractor_agreement_relational_noun,0.49
distractor_agreement_relative_clause,0.493
drop_argument,0.598
ellipsis_n_bar_1,0.337
ellipsis_n_bar_2,0.534
existential_there_object_raising,0.682
existential_there_quantifiers_1,0.791
existential_there_quantifiers_2,0.214
existential_there_subject_raising,0.516
expletive_it_object_raising,0.636
inchoative,0.543
intransitive,0.517
irregular_past_participle_adjectives,0.897
irregular_past_participle_verbs,0.567
irregular_plural_subject_verb_agreement_1,0.56
irregular_plural_subject_verb_agreement_2,0.531
left_branch_island_echo_question,0.578
left_branch_island_simple_question,0.187
matrix_question_npi_licensor_present,0.041
npi_present_1,0.525
npi_present_2,0.451
only_npi_licensor_present,0.688
only_npi_scope,0.324
passive_1,0.507
passive_2,0.43
principle_A_c_command,0.546
principle_A_case_1,1.0
principle_A_case_2,0.474
principle_A_domain_1,0.9
principle_A_domain_2,0.523
principle_A_domain_3,0.513
principle_A_reconstruction,0.212
regular_plural_subject_verb_agreement_1,0.598
regular_plural_subject_verb_agreement_2,0.491
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.496
sentential_subject_island,0.465
superlative_quantifiers_1,0.127
superlative_quantifiers_2,0.23
tough_vs_raising_1,0.467
tough_vs_raising_2,0.587
transitive,0.585
wh_island,0.698
wh_questions_object_gap,0.392
wh_questions_subject_gap,0.66
wh_questions_subject_gap_long_distance,0.719
wh_vs_that_no_gap,0.931
wh_vs_that_no_gap_long_distance,0.93
wh_vs_that_with_gap,0.095
wh_vs_that_with_gap_long_distance,0.11
