,best
adjunct_island,0.518
anaphor_gender_agreement,0.482
anaphor_number_agreement,0.521
animate_subject_passive,0.424
animate_subject_trans,0.499
causative,0.446
complex_NP_island,0.606
coordinate_structure_constraint_complex_left_branch,0.357
coordinate_structure_constraint_object_extraction,0.363
determiner_noun_agreement_1,0.503
determiner_noun_agreement_2,0.517
determiner_noun_agreement_irregular_1,0.517
determiner_noun_agreement_irregular_2,0.478
determiner_noun_agreement_with_adj_2,0.499
determiner_noun_agreement_with_adj_irregular_1,0.521
determiner_noun_agreement_with_adj_irregular_2,0.481
determiner_noun_agreement_with_adjective_1,0.484
distractor_agreement_relational_noun,0.503
distractor_agreement_relative_clause,0.559
drop_argument,0.655
ellipsis_n_bar_1,0.316
ellipsis_n_bar_2,0.507
existential_there_object_raising,0.501
existential_there_quantifiers_1,0.485
existential_there_quantifiers_2,0.242
existential_there_subject_raising,0.513
expletive_it_object_raising,0.536
inchoative,0.638
intransitive,0.652
irregular_past_participle_adjectives,0.617
irregular_past_participle_verbs,0.348
irregular_plural_subject_verb_agreement_1,0.533
irregular_plural_subject_verb_agreement_2,0.448
left_branch_island_echo_question,0.167
left_branch_island_simple_question,0.326
matrix_question_npi_licensor_present,0.73
npi_present_1,0.967
npi_present_2,0.938
only_npi_licensor_present,0.943
only_npi_scope,0.822
passive_1,0.492
passive_2,0.514
principle_A_c_command,0.33
principle_A_case_1,0.411
principle_A_case_2,0.464
principle_A_domain_1,0.058
principle_A_domain_2,0.5
principle_A_domain_3,0.487
principle_A_reconstruction,0.369
regular_plural_subject_verb_agreement_1,0.569
regular_plural_subject_verb_agreement_2,0.516
sentential_negation_npi_licensor_present,0.216
sentential_negation_npi_scope,0.375
sentential_subject_island,0.503
superlative_quantifiers_1,0.749
superlative_quantifiers_2,0.199
tough_vs_raising_1,0.518
tough_vs_raising_2,0.484
transitive,0.469
wh_island,0.315
wh_questions_object_gap,0.168
wh_questions_subject_gap,0.181
wh_questions_subject_gap_long_distance,0.183
wh_vs_that_no_gap,0.549
wh_vs_that_no_gap_long_distance,0.36
wh_vs_that_with_gap,0.433
wh_vs_that_with_gap_long_distance,0.597
