,epoch_2
adjunct_island,0.522
anaphor_gender_agreement,0.388
anaphor_number_agreement,0.46
animate_subject_passive,0.546
animate_subject_trans,0.445
causative,0.452
complex_NP_island,0.578
coordinate_structure_constraint_complex_left_branch,0.503
coordinate_structure_constraint_object_extraction,0.591
determiner_noun_agreement_1,0.526
determiner_noun_agreement_2,0.519
determiner_noun_agreement_irregular_1,0.503
determiner_noun_agreement_irregular_2,0.514
determiner_noun_agreement_with_adj_2,0.488
determiner_noun_agreement_with_adj_irregular_1,0.531
determiner_noun_agreement_with_adj_irregular_2,0.524
determiner_noun_agreement_with_adjective_1,0.521
distractor_agreement_relational_noun,0.499
distractor_agreement_relative_clause,0.523
drop_argument,0.624
ellipsis_n_bar_1,0.24
ellipsis_n_bar_2,0.422
existential_there_object_raising,0.663
existential_there_quantifiers_1,0.866
existential_there_quantifiers_2,0.719
existential_there_subject_raising,0.559
expletive_it_object_raising,0.605
inchoative,0.345
intransitive,0.486
irregular_past_participle_adjectives,0.551
irregular_past_participle_verbs,0.544
irregular_plural_subject_verb_agreement_1,0.507
irregular_plural_subject_verb_agreement_2,0.531
left_branch_island_echo_question,0.414
left_branch_island_simple_question,0.591
matrix_question_npi_licensor_present,0.155
npi_present_1,0.227
npi_present_2,0.251
only_npi_licensor_present,0.985
only_npi_scope,0.844
passive_1,0.648
passive_2,0.616
principle_A_c_command,0.525
principle_A_case_1,0.988
principle_A_case_2,0.457
principle_A_domain_1,0.739
principle_A_domain_2,0.555
principle_A_domain_3,0.495
principle_A_reconstruction,0.395
regular_plural_subject_verb_agreement_1,0.426
regular_plural_subject_verb_agreement_2,0.47
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.271
sentential_subject_island,0.448
superlative_quantifiers_1,0.482
superlative_quantifiers_2,0.528
tough_vs_raising_1,0.466
tough_vs_raising_2,0.586
transitive,0.577
wh_island,0.383
wh_questions_object_gap,0.928
wh_questions_subject_gap,0.992
wh_questions_subject_gap_long_distance,0.967
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.002
wh_vs_that_with_gap_long_distance,0.001
