,epoch_0
adjunct_island,0.459
anaphor_gender_agreement,0.809
anaphor_number_agreement,0.549
animate_subject_passive,0.488
animate_subject_trans,0.558
causative,0.494
complex_NP_island,0.32
coordinate_structure_constraint_complex_left_branch,0.676
coordinate_structure_constraint_object_extraction,0.303
determiner_noun_agreement_1,0.49
determiner_noun_agreement_2,0.509
determiner_noun_agreement_irregular_1,0.516
determiner_noun_agreement_irregular_2,0.491
determiner_noun_agreement_with_adj_2,0.516
determiner_noun_agreement_with_adj_irregular_1,0.535
determiner_noun_agreement_with_adj_irregular_2,0.477
determiner_noun_agreement_with_adjective_1,0.513
distractor_agreement_relational_noun,0.516
distractor_agreement_relative_clause,0.477
drop_argument,0.625
ellipsis_n_bar_1,0.605
ellipsis_n_bar_2,0.453
existential_there_object_raising,0.462
existential_there_quantifiers_1,0.456
existential_there_quantifiers_2,0.013
existential_there_subject_raising,0.413
expletive_it_object_raising,0.478
inchoative,0.517
intransitive,0.673
irregular_past_participle_adjectives,0.278
irregular_past_participle_verbs,0.451
irregular_plural_subject_verb_agreement_1,0.487
irregular_plural_subject_verb_agreement_2,0.539
left_branch_island_echo_question,0.499
left_branch_island_simple_question,0.633
matrix_question_npi_licensor_present,0.844
npi_present_1,0.184
npi_present_2,0.269
only_npi_licensor_present,0.0
only_npi_scope,0.276
passive_1,0.421
passive_2,0.494
principle_A_c_command,0.335
principle_A_case_1,0.242
principle_A_case_2,0.494
principle_A_domain_1,0.362
principle_A_domain_2,0.394
principle_A_domain_3,0.505
principle_A_reconstruction,0.607
regular_plural_subject_verb_agreement_1,0.617
regular_plural_subject_verb_agreement_2,0.496
sentential_negation_npi_licensor_present,0.309
sentential_negation_npi_scope,0.773
sentential_subject_island,0.484
superlative_quantifiers_1,0.925
superlative_quantifiers_2,0.446
tough_vs_raising_1,0.534
tough_vs_raising_2,0.436
transitive,0.398
wh_island,0.913
wh_questions_object_gap,0.731
wh_questions_subject_gap,0.942
wh_questions_subject_gap_long_distance,0.986
wh_vs_that_no_gap,0.965
wh_vs_that_no_gap_long_distance,0.997
wh_vs_that_with_gap,0.033
wh_vs_that_with_gap_long_distance,0.006
