,best
adjunct_island,0.716
superlative_quantifiers_2,0.475
anaphor_gender_agreement,0.701
tough_vs_raising_1,0.534
anaphor_number_agreement,0.639
tough_vs_raising_2,0.517
animate_subject_passive,0.59
wh_questions_subject_gap,0.895
animate_subject_trans,0.435
causative,0.484
wh_vs_that_no_gap,0.852
complex_NP_island,0.42
coordinate_structure_constraint_complex_left_branch,0.184
left_branch_island_echo_question,0.574
coordinate_structure_constraint_object_extraction,0.32
transitive,0.578
determiner_noun_agreement_1,0.59
wh_island,0.809
determiner_noun_agreement_2,0.534
only_npi_scope,0.225
determiner_noun_agreement_irregular_1,0.607
passive_1,0.473
determiner_noun_agreement_irregular_2,0.674
principle_A_domain_1,0.997
determiner_noun_agreement_with_adj_2,0.508
left_branch_island_simple_question,0.283
determiner_noun_agreement_with_adj_irregular_1,0.539
matrix_question_npi_licensor_present,0.024
determiner_noun_agreement_with_adj_irregular_2,0.544
npi_present_1,0.264
determiner_noun_agreement_with_adjective_1,0.523
principle_A_domain_2,0.517
distractor_agreement_relational_noun,0.396
principle_A_domain_3,0.529
distractor_agreement_relative_clause,0.451
drop_argument,0.393
wh_vs_that_with_gap,0.201
ellipsis_n_bar_1,0.461
ellipsis_n_bar_2,0.537
principle_A_reconstruction,0.182
existential_there_object_raising,0.666
regular_plural_subject_verb_agreement_1,0.526
existential_there_quantifiers_1,0.827
regular_plural_subject_verb_agreement_2,0.505
existential_there_quantifiers_2,0.437
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.488
wh_questions_object_gap,0.596
expletive_it_object_raising,0.621
inchoative,0.507
intransitive,0.389
sentential_negation_npi_scope,0.474
irregular_past_participle_adjectives,0.799
sentential_subject_island,0.381
irregular_past_participle_verbs,0.643
npi_present_2,0.31
irregular_plural_subject_verb_agreement_1,0.548
only_npi_licensor_present,0.983
irregular_plural_subject_verb_agreement_2,0.538
passive_2,0.424
principle_A_c_command,0.323
principle_A_case_1,1.0
principle_A_case_2,0.508
superlative_quantifiers_1,0.14
wh_questions_subject_gap_long_distance,0.893
wh_vs_that_no_gap_long_distance,0.898
wh_vs_that_with_gap_long_distance,0.184
