,best
adjunct_island,0.481
anaphor_gender_agreement,0.313
anaphor_number_agreement,0.501
animate_subject_passive,0.413
animate_subject_trans,0.43
causative,0.481
complex_NP_island,0.716
coordinate_structure_constraint_complex_left_branch,0.331
coordinate_structure_constraint_object_extraction,0.654
determiner_noun_agreement_1,0.472
determiner_noun_agreement_2,0.51
determiner_noun_agreement_irregular_1,0.527
determiner_noun_agreement_irregular_2,0.512
determiner_noun_agreement_with_adj_2,0.497
determiner_noun_agreement_with_adj_irregular_1,0.554
determiner_noun_agreement_with_adj_irregular_2,0.54
determiner_noun_agreement_with_adjective_1,0.506
distractor_agreement_relational_noun,0.491
distractor_agreement_relative_clause,0.506
drop_argument,0.617
ellipsis_n_bar_1,0.214
ellipsis_n_bar_2,0.596
existential_there_object_raising,0.646
existential_there_quantifiers_1,0.714
existential_there_quantifiers_2,0.008
existential_there_subject_raising,0.623
expletive_it_object_raising,0.596
inchoative,0.49
intransitive,0.6
irregular_past_participle_adjectives,0.172
irregular_past_participle_verbs,0.614
irregular_plural_subject_verb_agreement_1,0.533
irregular_plural_subject_verb_agreement_2,0.534
left_branch_island_echo_question,0.491
left_branch_island_simple_question,0.372
matrix_question_npi_licensor_present,0.249
npi_present_1,0.072
npi_present_2,0.041
only_npi_licensor_present,0.031
only_npi_scope,0.361
passive_1,0.559
passive_2,0.504
principle_A_c_command,0.427
principle_A_case_1,1.0
principle_A_case_2,0.414
principle_A_domain_1,0.672
principle_A_domain_2,0.569
principle_A_domain_3,0.49
principle_A_reconstruction,0.256
regular_plural_subject_verb_agreement_1,0.429
regular_plural_subject_verb_agreement_2,0.468
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.258
sentential_subject_island,0.508
superlative_quantifiers_1,0.584
superlative_quantifiers_2,0.215
tough_vs_raising_1,0.373
tough_vs_raising_2,0.651
transitive,0.562
wh_island,0.95
wh_questions_object_gap,0.336
wh_questions_subject_gap,0.584
wh_questions_subject_gap_long_distance,0.483
wh_vs_that_no_gap,0.654
wh_vs_that_no_gap_long_distance,0.686
wh_vs_that_with_gap,0.323
wh_vs_that_with_gap_long_distance,0.347
