,best
adjunct_island,0.494
anaphor_gender_agreement,0.29
anaphor_number_agreement,0.49
animate_subject_passive,0.448
animate_subject_trans,0.514
causative,0.383
complex_NP_island,0.67
coordinate_structure_constraint_complex_left_branch,0.589
coordinate_structure_constraint_object_extraction,0.208
determiner_noun_agreement_1,0.491
determiner_noun_agreement_2,0.514
determiner_noun_agreement_irregular_1,0.554
determiner_noun_agreement_irregular_2,0.515
determiner_noun_agreement_with_adj_2,0.505
determiner_noun_agreement_with_adj_irregular_1,0.567
determiner_noun_agreement_with_adj_irregular_2,0.517
determiner_noun_agreement_with_adjective_1,0.472
distractor_agreement_relational_noun,0.475
distractor_agreement_relative_clause,0.501
drop_argument,0.488
ellipsis_n_bar_1,0.241
ellipsis_n_bar_2,0.619
existential_there_object_raising,0.623
existential_there_quantifiers_1,0.726
existential_there_quantifiers_2,0.001
existential_there_subject_raising,0.543
expletive_it_object_raising,0.587
inchoative,0.509
intransitive,0.555
irregular_past_participle_adjectives,0.375
irregular_past_participle_verbs,0.627
irregular_plural_subject_verb_agreement_1,0.506
irregular_plural_subject_verb_agreement_2,0.533
left_branch_island_echo_question,0.614
left_branch_island_simple_question,0.621
matrix_question_npi_licensor_present,0.465
npi_present_1,0.057
npi_present_2,0.052
only_npi_licensor_present,0.0
only_npi_scope,0.208
passive_1,0.554
passive_2,0.532
principle_A_c_command,0.5
principle_A_case_1,0.894
principle_A_case_2,0.424
principle_A_domain_1,0.24
principle_A_domain_2,0.577
principle_A_domain_3,0.461
principle_A_reconstruction,0.378
regular_plural_subject_verb_agreement_1,0.547
regular_plural_subject_verb_agreement_2,0.501
sentential_negation_npi_licensor_present,0.698
sentential_negation_npi_scope,0.227
sentential_subject_island,0.484
superlative_quantifiers_1,0.428
superlative_quantifiers_2,0.285
tough_vs_raising_1,0.379
tough_vs_raising_2,0.642
transitive,0.5
wh_island,0.929
wh_questions_object_gap,0.514
wh_questions_subject_gap,0.679
wh_questions_subject_gap_long_distance,0.543
wh_vs_that_no_gap,0.737
wh_vs_that_no_gap_long_distance,0.821
wh_vs_that_with_gap,0.242
wh_vs_that_with_gap_long_distance,0.197
