,epoch_6
adjunct_island,0.694
anaphor_gender_agreement,0.69
anaphor_number_agreement,0.545
animate_subject_passive,0.58
animate_subject_trans,0.559
causative,0.422
complex_NP_island,0.547
coordinate_structure_constraint_complex_left_branch,0.308
coordinate_structure_constraint_object_extraction,0.233
determiner_noun_agreement_1,0.542
determiner_noun_agreement_2,0.499
determiner_noun_agreement_irregular_1,0.516
determiner_noun_agreement_irregular_2,0.536
determiner_noun_agreement_with_adj_2,0.475
determiner_noun_agreement_with_adj_irregular_1,0.518
determiner_noun_agreement_with_adj_irregular_2,0.536
determiner_noun_agreement_with_adjective_1,0.52
distractor_agreement_relational_noun,0.441
distractor_agreement_relative_clause,0.493
drop_argument,0.595
ellipsis_n_bar_1,0.409
ellipsis_n_bar_2,0.386
existential_there_object_raising,0.702
existential_there_quantifiers_1,0.767
existential_there_quantifiers_2,0.321
existential_there_subject_raising,0.566
expletive_it_object_raising,0.662
inchoative,0.386
intransitive,0.44
irregular_past_participle_adjectives,0.818
irregular_past_participle_verbs,0.686
irregular_plural_subject_verb_agreement_1,0.539
irregular_plural_subject_verb_agreement_2,0.532
left_branch_island_echo_question,0.466
left_branch_island_simple_question,0.314
matrix_question_npi_licensor_present,0.086
npi_present_1,0.375
npi_present_2,0.385
only_npi_licensor_present,0.488
only_npi_scope,0.403
passive_1,0.591
passive_2,0.593
principle_A_c_command,0.634
principle_A_case_1,1.0
principle_A_case_2,0.443
principle_A_domain_1,0.904
principle_A_domain_2,0.443
principle_A_domain_3,0.53
principle_A_reconstruction,0.221
regular_plural_subject_verb_agreement_1,0.574
regular_plural_subject_verb_agreement_2,0.478
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.519
sentential_subject_island,0.577
superlative_quantifiers_1,0.366
superlative_quantifiers_2,0.562
tough_vs_raising_1,0.434
tough_vs_raising_2,0.63
transitive,0.611
wh_island,0.362
wh_questions_object_gap,0.479
wh_questions_subject_gap,0.734
wh_questions_subject_gap_long_distance,0.752
wh_vs_that_no_gap,0.935
wh_vs_that_no_gap_long_distance,0.941
wh_vs_that_with_gap,0.108
wh_vs_that_with_gap_long_distance,0.099
