,best
adjunct_island,0.645
anaphor_gender_agreement,0.553
anaphor_number_agreement,0.544
animate_subject_passive,0.577
animate_subject_trans,0.503
causative,0.451
complex_NP_island,0.548
coordinate_structure_constraint_complex_left_branch,0.183
coordinate_structure_constraint_object_extraction,0.351
determiner_noun_agreement_1,0.596
determiner_noun_agreement_2,0.516
determiner_noun_agreement_irregular_1,0.529
determiner_noun_agreement_irregular_2,0.613
determiner_noun_agreement_with_adj_2,0.498
determiner_noun_agreement_with_adj_irregular_1,0.502
determiner_noun_agreement_with_adj_irregular_2,0.558
determiner_noun_agreement_with_adjective_1,0.51
distractor_agreement_relational_noun,0.49
distractor_agreement_relative_clause,0.491
drop_argument,0.601
ellipsis_n_bar_1,0.337
ellipsis_n_bar_2,0.538
existential_there_object_raising,0.682
existential_there_quantifiers_1,0.789
existential_there_quantifiers_2,0.215
existential_there_subject_raising,0.514
expletive_it_object_raising,0.641
inchoative,0.539
intransitive,0.516
irregular_past_participle_adjectives,0.896
irregular_past_participle_verbs,0.57
irregular_plural_subject_verb_agreement_1,0.561
irregular_plural_subject_verb_agreement_2,0.532
left_branch_island_echo_question,0.578
left_branch_island_simple_question,0.187
matrix_question_npi_licensor_present,0.043
npi_present_1,0.525
npi_present_2,0.445
only_npi_licensor_present,0.689
only_npi_scope,0.322
passive_1,0.504
passive_2,0.431
principle_A_c_command,0.545
principle_A_case_1,1.0
principle_A_case_2,0.477
principle_A_domain_1,0.898
principle_A_domain_2,0.524
principle_A_domain_3,0.52
principle_A_reconstruction,0.216
regular_plural_subject_verb_agreement_1,0.597
regular_plural_subject_verb_agreement_2,0.492
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.495
sentential_subject_island,0.466
superlative_quantifiers_1,0.128
superlative_quantifiers_2,0.229
tough_vs_raising_1,0.465
tough_vs_raising_2,0.587
transitive,0.583
wh_island,0.702
wh_questions_object_gap,0.395
wh_questions_subject_gap,0.659
wh_questions_subject_gap_long_distance,0.719
wh_vs_that_no_gap,0.933
wh_vs_that_no_gap_long_distance,0.931
wh_vs_that_with_gap,0.093
wh_vs_that_with_gap_long_distance,0.105
