,epoch_0
adjunct_island,0.549
anaphor_gender_agreement,0.683
anaphor_number_agreement,0.568
animate_subject_passive,0.508
animate_subject_trans,0.504
causative,0.485
complex_NP_island,0.347
coordinate_structure_constraint_complex_left_branch,0.664
coordinate_structure_constraint_object_extraction,0.352
determiner_noun_agreement_1,0.503
determiner_noun_agreement_2,0.488
determiner_noun_agreement_irregular_1,0.512
determiner_noun_agreement_irregular_2,0.502
determiner_noun_agreement_with_adj_2,0.52
determiner_noun_agreement_with_adj_irregular_1,0.51
determiner_noun_agreement_with_adj_irregular_2,0.507
determiner_noun_agreement_with_adjective_1,0.517
distractor_agreement_relational_noun,0.473
distractor_agreement_relative_clause,0.478
drop_argument,0.602
ellipsis_n_bar_1,0.525
ellipsis_n_bar_2,0.482
existential_there_object_raising,0.533
existential_there_quantifiers_1,0.049
existential_there_quantifiers_2,0.688
existential_there_subject_raising,0.415
expletive_it_object_raising,0.493
inchoative,0.496
intransitive,0.607
irregular_past_participle_adjectives,0.849
irregular_past_participle_verbs,0.286
irregular_plural_subject_verb_agreement_1,0.493
irregular_plural_subject_verb_agreement_2,0.553
left_branch_island_echo_question,0.568
left_branch_island_simple_question,0.657
matrix_question_npi_licensor_present,0.7
npi_present_1,0.586
npi_present_2,0.614
only_npi_licensor_present,0.746
only_npi_scope,0.359
passive_1,0.524
passive_2,0.553
principle_A_c_command,0.421
principle_A_case_1,0.28
principle_A_case_2,0.52
principle_A_domain_1,0.291
principle_A_domain_2,0.442
principle_A_domain_3,0.465
principle_A_reconstruction,0.612
regular_plural_subject_verb_agreement_1,0.578
regular_plural_subject_verb_agreement_2,0.507
sentential_negation_npi_licensor_present,0.188
sentential_negation_npi_scope,0.773
sentential_subject_island,0.565
superlative_quantifiers_1,0.443
superlative_quantifiers_2,0.766
tough_vs_raising_1,0.531
tough_vs_raising_2,0.454
transitive,0.449
wh_island,0.528
wh_questions_object_gap,0.725
wh_questions_subject_gap,0.784
wh_questions_subject_gap_long_distance,0.853
wh_vs_that_no_gap,0.577
wh_vs_that_no_gap_long_distance,0.432
wh_vs_that_with_gap,0.394
wh_vs_that_with_gap_long_distance,0.571
