,best
adjunct_island,0.543
superlative_quantifiers_2,0.689
anaphor_gender_agreement,0.706
tough_vs_raising_1,0.452
anaphor_number_agreement,0.654
tough_vs_raising_2,0.609
animate_subject_passive,0.559
wh_questions_subject_gap,0.51
animate_subject_trans,0.573
causative,0.417
wh_vs_that_no_gap,0.818
complex_NP_island,0.55
coordinate_structure_constraint_complex_left_branch,0.32
left_branch_island_echo_question,0.619
coordinate_structure_constraint_object_extraction,0.621
transitive,0.586
determiner_noun_agreement_1,0.532
wh_island,0.911
determiner_noun_agreement_2,0.502
only_npi_scope,0.332
determiner_noun_agreement_irregular_1,0.556
passive_1,0.564
determiner_noun_agreement_irregular_2,0.569
principle_A_domain_1,0.982
determiner_noun_agreement_with_adj_2,0.493
left_branch_island_simple_question,0.485
determiner_noun_agreement_with_adj_irregular_1,0.554
matrix_question_npi_licensor_present,0.014
determiner_noun_agreement_with_adj_irregular_2,0.539
npi_present_1,0.36
determiner_noun_agreement_with_adjective_1,0.504
principle_A_domain_2,0.534
distractor_agreement_relational_noun,0.453
principle_A_domain_3,0.496
distractor_agreement_relative_clause,0.472
drop_argument,0.518
wh_vs_that_with_gap,0.274
ellipsis_n_bar_1,0.421
ellipsis_n_bar_2,0.479
principle_A_reconstruction,0.378
existential_there_object_raising,0.668
regular_plural_subject_verb_agreement_1,0.57
existential_there_quantifiers_1,0.834
regular_plural_subject_verb_agreement_2,0.475
existential_there_quantifiers_2,0.324
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.564
wh_questions_object_gap,0.327
expletive_it_object_raising,0.655
inchoative,0.397
intransitive,0.431
sentential_negation_npi_scope,0.665
irregular_past_participle_adjectives,0.865
sentential_subject_island,0.562
irregular_past_participle_verbs,0.692
npi_present_2,0.282
irregular_plural_subject_verb_agreement_1,0.566
only_npi_licensor_present,0.027
irregular_plural_subject_verb_agreement_2,0.541
passive_2,0.544
principle_A_c_command,0.415
principle_A_case_1,1.0
principle_A_case_2,0.443
superlative_quantifiers_1,0.096
wh_questions_subject_gap_long_distance,0.66
wh_vs_that_no_gap_long_distance,0.884
wh_vs_that_with_gap_long_distance,0.223
