,best
adjunct_island,0.559
anaphor_gender_agreement,0.636
anaphor_number_agreement,0.55
animate_subject_passive,0.57
animate_subject_trans,0.523
causative,0.456
complex_NP_island,0.441
coordinate_structure_constraint_complex_left_branch,0.196
coordinate_structure_constraint_object_extraction,0.276
determiner_noun_agreement_1,0.515
determiner_noun_agreement_2,0.503
determiner_noun_agreement_irregular_1,0.525
determiner_noun_agreement_irregular_2,0.58
determiner_noun_agreement_with_adj_2,0.483
determiner_noun_agreement_with_adj_irregular_1,0.547
determiner_noun_agreement_with_adj_irregular_2,0.529
determiner_noun_agreement_with_adjective_1,0.495
distractor_agreement_relational_noun,0.462
distractor_agreement_relative_clause,0.466
drop_argument,0.406
ellipsis_n_bar_1,0.23
ellipsis_n_bar_2,0.505
existential_there_object_raising,0.671
existential_there_quantifiers_1,0.759
existential_there_quantifiers_2,0.273
existential_there_subject_raising,0.557
expletive_it_object_raising,0.619
inchoative,0.482
intransitive,0.393
irregular_past_participle_adjectives,0.426
irregular_past_participle_verbs,0.782
irregular_plural_subject_verb_agreement_1,0.581
irregular_plural_subject_verb_agreement_2,0.545
left_branch_island_echo_question,0.588
left_branch_island_simple_question,0.275
matrix_question_npi_licensor_present,0.063
npi_present_1,0.376
npi_present_2,0.367
only_npi_licensor_present,0.0
only_npi_scope,0.091
passive_1,0.463
passive_2,0.446
principle_A_c_command,0.575
principle_A_case_1,1.0
principle_A_case_2,0.464
principle_A_domain_1,0.997
principle_A_domain_2,0.514
principle_A_domain_3,0.488
principle_A_reconstruction,0.188
regular_plural_subject_verb_agreement_1,0.525
regular_plural_subject_verb_agreement_2,0.506
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.657
sentential_subject_island,0.551
superlative_quantifiers_1,0.49
superlative_quantifiers_2,0.617
tough_vs_raising_1,0.446
tough_vs_raising_2,0.599
transitive,0.571
wh_island,0.954
wh_questions_object_gap,0.453
wh_questions_subject_gap,0.766
wh_questions_subject_gap_long_distance,0.796
wh_vs_that_no_gap,0.784
wh_vs_that_no_gap_long_distance,0.835
wh_vs_that_with_gap,0.255
wh_vs_that_with_gap_long_distance,0.246
