,best
adjunct_island,0.635
superlative_quantifiers_2,0.313
anaphor_gender_agreement,0.653
tough_vs_raising_1,0.515
anaphor_number_agreement,0.532
tough_vs_raising_2,0.543
animate_subject_passive,0.588
wh_questions_subject_gap,0.882
animate_subject_trans,0.493
causative,0.479
wh_vs_that_no_gap,0.91
complex_NP_island,0.32
coordinate_structure_constraint_complex_left_branch,0.147
left_branch_island_echo_question,0.586
coordinate_structure_constraint_object_extraction,0.246
transitive,0.566
determiner_noun_agreement_1,0.587
wh_island,0.899
determiner_noun_agreement_2,0.506
only_npi_scope,0.172
determiner_noun_agreement_irregular_1,0.54
passive_1,0.426
determiner_noun_agreement_irregular_2,0.573
principle_A_domain_1,1.0
determiner_noun_agreement_with_adj_2,0.486
left_branch_island_simple_question,0.168
determiner_noun_agreement_with_adj_irregular_1,0.521
matrix_question_npi_licensor_present,0.174
determiner_noun_agreement_with_adj_irregular_2,0.537
npi_present_1,0.397
determiner_noun_agreement_with_adjective_1,0.517
principle_A_domain_2,0.494
distractor_agreement_relational_noun,0.446
principle_A_domain_3,0.513
distractor_agreement_relative_clause,0.501
drop_argument,0.428
wh_vs_that_with_gap,0.181
ellipsis_n_bar_1,0.279
ellipsis_n_bar_2,0.489
principle_A_reconstruction,0.101
existential_there_object_raising,0.681
regular_plural_subject_verb_agreement_1,0.568
existential_there_quantifiers_1,0.794
regular_plural_subject_verb_agreement_2,0.507
existential_there_quantifiers_2,0.19
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.502
wh_questions_object_gap,0.424
expletive_it_object_raising,0.604
inchoative,0.554
intransitive,0.459
sentential_negation_npi_scope,0.579
irregular_past_participle_adjectives,0.539
sentential_subject_island,0.418
irregular_past_participle_verbs,0.658
npi_present_2,0.392
irregular_plural_subject_verb_agreement_1,0.593
only_npi_licensor_present,0.002
irregular_plural_subject_verb_agreement_2,0.594
passive_2,0.353
principle_A_c_command,0.469
principle_A_case_1,1.0
principle_A_case_2,0.48
superlative_quantifiers_1,0.477
wh_questions_subject_gap_long_distance,0.957
wh_vs_that_no_gap_long_distance,0.933
wh_vs_that_with_gap_long_distance,0.126
