,best
adjunct_island,0.555
anaphor_gender_agreement,0.648
anaphor_number_agreement,0.496
animate_subject_passive,0.564
animate_subject_trans,0.509
causative,0.456
complex_NP_island,0.453
coordinate_structure_constraint_complex_left_branch,0.241
coordinate_structure_constraint_object_extraction,0.271
determiner_noun_agreement_1,0.496
determiner_noun_agreement_2,0.497
determiner_noun_agreement_irregular_1,0.517
determiner_noun_agreement_irregular_2,0.535
determiner_noun_agreement_with_adj_2,0.483
determiner_noun_agreement_with_adj_irregular_1,0.544
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.482
distractor_agreement_relational_noun,0.453
distractor_agreement_relative_clause,0.467
drop_argument,0.417
ellipsis_n_bar_1,0.208
ellipsis_n_bar_2,0.491
existential_there_object_raising,0.682
existential_there_quantifiers_1,0.705
existential_there_quantifiers_2,0.236
existential_there_subject_raising,0.569
expletive_it_object_raising,0.621
inchoative,0.457
intransitive,0.395
irregular_past_participle_adjectives,0.4
irregular_past_participle_verbs,0.79
irregular_plural_subject_verb_agreement_1,0.562
irregular_plural_subject_verb_agreement_2,0.562
left_branch_island_echo_question,0.562
left_branch_island_simple_question,0.292
matrix_question_npi_licensor_present,0.037
npi_present_1,0.447
npi_present_2,0.399
only_npi_licensor_present,0.0
only_npi_scope,0.057
passive_1,0.491
passive_2,0.447
principle_A_c_command,0.542
principle_A_case_1,1.0
principle_A_case_2,0.436
principle_A_domain_1,0.99
principle_A_domain_2,0.492
principle_A_domain_3,0.487
principle_A_reconstruction,0.196
regular_plural_subject_verb_agreement_1,0.535
regular_plural_subject_verb_agreement_2,0.499
sentential_negation_npi_licensor_present,0.998
sentential_negation_npi_scope,0.701
sentential_subject_island,0.58
superlative_quantifiers_1,0.502
superlative_quantifiers_2,0.529
tough_vs_raising_1,0.46
tough_vs_raising_2,0.598
transitive,0.573
wh_island,0.896
wh_questions_object_gap,0.473
wh_questions_subject_gap,0.768
wh_questions_subject_gap_long_distance,0.805
wh_vs_that_no_gap,0.82
wh_vs_that_no_gap_long_distance,0.869
wh_vs_that_with_gap,0.18
wh_vs_that_with_gap_long_distance,0.208
