,best
adjunct_island,0.594
anaphor_gender_agreement,0.667
anaphor_number_agreement,0.509
animate_subject_passive,0.567
animate_subject_trans,0.567
causative,0.46
complex_NP_island,0.501
coordinate_structure_constraint_complex_left_branch,0.152
coordinate_structure_constraint_object_extraction,0.386
determiner_noun_agreement_1,0.514
determiner_noun_agreement_2,0.502
determiner_noun_agreement_irregular_1,0.515
determiner_noun_agreement_irregular_2,0.537
determiner_noun_agreement_with_adj_2,0.489
determiner_noun_agreement_with_adj_irregular_1,0.536
determiner_noun_agreement_with_adj_irregular_2,0.53
determiner_noun_agreement_with_adjective_1,0.479
distractor_agreement_relational_noun,0.445
distractor_agreement_relative_clause,0.457
drop_argument,0.442
ellipsis_n_bar_1,0.25
ellipsis_n_bar_2,0.511
existential_there_object_raising,0.681
existential_there_quantifiers_1,0.721
existential_there_quantifiers_2,0.223
existential_there_subject_raising,0.575
expletive_it_object_raising,0.626
inchoative,0.497
intransitive,0.441
irregular_past_participle_adjectives,0.474
irregular_past_participle_verbs,0.742
irregular_plural_subject_verb_agreement_1,0.567
irregular_plural_subject_verb_agreement_2,0.566
left_branch_island_echo_question,0.562
left_branch_island_simple_question,0.197
matrix_question_npi_licensor_present,0.069
npi_present_1,0.412
npi_present_2,0.366
only_npi_licensor_present,0.0
only_npi_scope,0.113
passive_1,0.473
passive_2,0.423
principle_A_c_command,0.543
principle_A_case_1,1.0
principle_A_case_2,0.444
principle_A_domain_1,0.939
principle_A_domain_2,0.489
principle_A_domain_3,0.496
principle_A_reconstruction,0.193
regular_plural_subject_verb_agreement_1,0.572
regular_plural_subject_verb_agreement_2,0.503
sentential_negation_npi_licensor_present,0.995
sentential_negation_npi_scope,0.655
sentential_subject_island,0.568
superlative_quantifiers_1,0.418
superlative_quantifiers_2,0.541
tough_vs_raising_1,0.459
tough_vs_raising_2,0.585
transitive,0.556
wh_island,0.878
wh_questions_object_gap,0.437
wh_questions_subject_gap,0.676
wh_questions_subject_gap_long_distance,0.716
wh_vs_that_no_gap,0.803
wh_vs_that_no_gap_long_distance,0.826
wh_vs_that_with_gap,0.242
wh_vs_that_with_gap_long_distance,0.248
