,best
adjunct_island,0.531
superlative_quantifiers_2,0.561
anaphor_gender_agreement,0.694
tough_vs_raising_1,0.503
anaphor_number_agreement,0.602
tough_vs_raising_2,0.555
animate_subject_passive,0.551
wh_questions_subject_gap,0.802
animate_subject_trans,0.54
causative,0.418
wh_vs_that_no_gap,0.92
complex_NP_island,0.549
coordinate_structure_constraint_complex_left_branch,0.176
left_branch_island_echo_question,0.559
coordinate_structure_constraint_object_extraction,0.534
transitive,0.611
determiner_noun_agreement_1,0.51
wh_island,0.975
determiner_noun_agreement_2,0.495
only_npi_scope,0.138
determiner_noun_agreement_irregular_1,0.499
passive_1,0.613
determiner_noun_agreement_irregular_2,0.527
principle_A_domain_1,1.0
determiner_noun_agreement_with_adj_2,0.476
left_branch_island_simple_question,0.232
determiner_noun_agreement_with_adj_irregular_1,0.544
matrix_question_npi_licensor_present,0.02
determiner_noun_agreement_with_adj_irregular_2,0.533
npi_present_1,0.413
determiner_noun_agreement_with_adjective_1,0.496
principle_A_domain_2,0.498
distractor_agreement_relational_noun,0.431
principle_A_domain_3,0.511
distractor_agreement_relative_clause,0.491
drop_argument,0.523
wh_vs_that_with_gap,0.103
ellipsis_n_bar_1,0.266
ellipsis_n_bar_2,0.42
principle_A_reconstruction,0.325
existential_there_object_raising,0.687
regular_plural_subject_verb_agreement_1,0.564
existential_there_quantifiers_1,0.724
regular_plural_subject_verb_agreement_2,0.462
existential_there_quantifiers_2,0.042
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.593
wh_questions_object_gap,0.517
expletive_it_object_raising,0.647
inchoative,0.358
intransitive,0.417
sentential_negation_npi_scope,0.672
irregular_past_participle_adjectives,0.535
sentential_subject_island,0.547
irregular_past_participle_verbs,0.705
npi_present_2,0.353
irregular_plural_subject_verb_agreement_1,0.537
only_npi_licensor_present,0.007
irregular_plural_subject_verb_agreement_2,0.505
passive_2,0.553
principle_A_c_command,0.404
principle_A_case_1,1.0
principle_A_case_2,0.42
superlative_quantifiers_1,0.195
wh_questions_subject_gap_long_distance,0.747
wh_vs_that_no_gap_long_distance,0.913
wh_vs_that_with_gap_long_distance,0.132
