,best
adjunct_island,0.653
superlative_quantifiers_2,0.447
anaphor_gender_agreement,0.657
tough_vs_raising_1,0.554
anaphor_number_agreement,0.621
tough_vs_raising_2,0.498
animate_subject_passive,0.589
wh_questions_subject_gap,0.82
animate_subject_trans,0.448
causative,0.48
wh_vs_that_no_gap,0.853
complex_NP_island,0.425
coordinate_structure_constraint_complex_left_branch,0.238
left_branch_island_echo_question,0.639
coordinate_structure_constraint_object_extraction,0.341
transitive,0.572
determiner_noun_agreement_1,0.552
wh_island,0.867
determiner_noun_agreement_2,0.524
only_npi_scope,0.214
determiner_noun_agreement_irregular_1,0.54
passive_1,0.469
determiner_noun_agreement_irregular_2,0.617
principle_A_domain_1,0.997
determiner_noun_agreement_with_adj_2,0.503
left_branch_island_simple_question,0.353
determiner_noun_agreement_with_adj_irregular_1,0.526
matrix_question_npi_licensor_present,0.016
determiner_noun_agreement_with_adj_irregular_2,0.538
npi_present_1,0.222
determiner_noun_agreement_with_adjective_1,0.517
principle_A_domain_2,0.535
distractor_agreement_relational_noun,0.423
principle_A_domain_3,0.518
distractor_agreement_relative_clause,0.463
drop_argument,0.393
wh_vs_that_with_gap,0.198
ellipsis_n_bar_1,0.365
ellipsis_n_bar_2,0.509
principle_A_reconstruction,0.236
existential_there_object_raising,0.678
regular_plural_subject_verb_agreement_1,0.504
existential_there_quantifiers_1,0.785
regular_plural_subject_verb_agreement_2,0.503
existential_there_quantifiers_2,0.392
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.475
wh_questions_object_gap,0.549
expletive_it_object_raising,0.619
inchoative,0.482
intransitive,0.374
sentential_negation_npi_scope,0.404
irregular_past_participle_adjectives,0.773
sentential_subject_island,0.439
irregular_past_participle_verbs,0.663
npi_present_2,0.264
irregular_plural_subject_verb_agreement_1,0.545
only_npi_licensor_present,0.979
irregular_plural_subject_verb_agreement_2,0.527
passive_2,0.437
principle_A_c_command,0.337
principle_A_case_1,1.0
principle_A_case_2,0.474
superlative_quantifiers_1,0.256
wh_questions_subject_gap_long_distance,0.847
wh_vs_that_no_gap_long_distance,0.892
wh_vs_that_with_gap_long_distance,0.197
