,best
adjunct_island,0.554
superlative_quantifiers_2,0.499
anaphor_gender_agreement,0.738
tough_vs_raising_1,0.434
anaphor_number_agreement,0.615
tough_vs_raising_2,0.606
animate_subject_passive,0.583
wh_questions_subject_gap,0.766
animate_subject_trans,0.472
causative,0.42
wh_vs_that_no_gap,0.87
complex_NP_island,0.575
coordinate_structure_constraint_complex_left_branch,0.223
left_branch_island_echo_question,0.577
coordinate_structure_constraint_object_extraction,0.531
transitive,0.607
determiner_noun_agreement_1,0.515
wh_island,0.985
determiner_noun_agreement_2,0.493
only_npi_scope,0.175
determiner_noun_agreement_irregular_1,0.474
passive_1,0.64
determiner_noun_agreement_irregular_2,0.525
principle_A_domain_1,1.0
determiner_noun_agreement_with_adj_2,0.473
left_branch_island_simple_question,0.283
determiner_noun_agreement_with_adj_irregular_1,0.51
matrix_question_npi_licensor_present,0.04
determiner_noun_agreement_with_adj_irregular_2,0.536
npi_present_1,0.347
determiner_noun_agreement_with_adjective_1,0.494
principle_A_domain_2,0.464
distractor_agreement_relational_noun,0.438
principle_A_domain_3,0.497
distractor_agreement_relative_clause,0.507
drop_argument,0.545
wh_vs_that_with_gap,0.169
ellipsis_n_bar_1,0.27
ellipsis_n_bar_2,0.429
principle_A_reconstruction,0.364
existential_there_object_raising,0.684
regular_plural_subject_verb_agreement_1,0.558
existential_there_quantifiers_1,0.743
regular_plural_subject_verb_agreement_2,0.46
existential_there_quantifiers_2,0.032
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.605
wh_questions_object_gap,0.486
expletive_it_object_raising,0.631
inchoative,0.348
intransitive,0.431
sentential_negation_npi_scope,0.675
irregular_past_participle_adjectives,0.397
sentential_subject_island,0.547
irregular_past_participle_verbs,0.725
npi_present_2,0.289
irregular_plural_subject_verb_agreement_1,0.526
only_npi_licensor_present,0.064
irregular_plural_subject_verb_agreement_2,0.502
passive_2,0.563
principle_A_c_command,0.438
principle_A_case_1,1.0
principle_A_case_2,0.418
superlative_quantifiers_1,0.115
wh_questions_subject_gap_long_distance,0.69
wh_vs_that_no_gap_long_distance,0.847
wh_vs_that_with_gap_long_distance,0.226
