,best
adjunct_island,0.608
anaphor_gender_agreement,0.674
anaphor_number_agreement,0.515
animate_subject_passive,0.573
animate_subject_trans,0.57
causative,0.458
complex_NP_island,0.489
coordinate_structure_constraint_complex_left_branch,0.144
coordinate_structure_constraint_object_extraction,0.378
determiner_noun_agreement_1,0.519
determiner_noun_agreement_2,0.506
determiner_noun_agreement_irregular_1,0.517
determiner_noun_agreement_irregular_2,0.551
determiner_noun_agreement_with_adj_2,0.495
determiner_noun_agreement_with_adj_irregular_1,0.541
determiner_noun_agreement_with_adj_irregular_2,0.528
determiner_noun_agreement_with_adjective_1,0.479
distractor_agreement_relational_noun,0.435
distractor_agreement_relative_clause,0.458
drop_argument,0.436
ellipsis_n_bar_1,0.255
ellipsis_n_bar_2,0.521
existential_there_object_raising,0.677
existential_there_quantifiers_1,0.735
existential_there_quantifiers_2,0.25
existential_there_subject_raising,0.57
expletive_it_object_raising,0.624
inchoative,0.506
intransitive,0.434
irregular_past_participle_adjectives,0.563
irregular_past_participle_verbs,0.74
irregular_plural_subject_verb_agreement_1,0.575
irregular_plural_subject_verb_agreement_2,0.564
left_branch_island_echo_question,0.578
left_branch_island_simple_question,0.203
matrix_question_npi_licensor_present,0.062
npi_present_1,0.389
npi_present_2,0.35
only_npi_licensor_present,0.0
only_npi_scope,0.119
passive_1,0.466
passive_2,0.421
principle_A_c_command,0.546
principle_A_case_1,1.0
principle_A_case_2,0.465
principle_A_domain_1,0.948
principle_A_domain_2,0.496
principle_A_domain_3,0.494
principle_A_reconstruction,0.196
regular_plural_subject_verb_agreement_1,0.567
regular_plural_subject_verb_agreement_2,0.497
sentential_negation_npi_licensor_present,0.997
sentential_negation_npi_scope,0.645
sentential_subject_island,0.568
superlative_quantifiers_1,0.422
superlative_quantifiers_2,0.586
tough_vs_raising_1,0.457
tough_vs_raising_2,0.587
transitive,0.556
wh_island,0.909
wh_questions_object_gap,0.424
wh_questions_subject_gap,0.668
wh_questions_subject_gap_long_distance,0.707
wh_vs_that_no_gap,0.782
wh_vs_that_no_gap_long_distance,0.808
wh_vs_that_with_gap,0.263
wh_vs_that_with_gap_long_distance,0.267
