,best
adjunct_island,0.458
superlative_quantifiers_2,0.383
anaphor_gender_agreement,0.619
tough_vs_raising_1,0.454
anaphor_number_agreement,0.484
tough_vs_raising_2,0.594
animate_subject_passive,0.576
wh_questions_subject_gap,0.921
animate_subject_trans,0.421
causative,0.438
wh_vs_that_no_gap,0.935
complex_NP_island,0.404
coordinate_structure_constraint_complex_left_branch,0.289
left_branch_island_echo_question,0.59
coordinate_structure_constraint_object_extraction,0.301
transitive,0.575
determiner_noun_agreement_1,0.502
wh_island,0.915
determiner_noun_agreement_2,0.477
only_npi_scope,0.071
determiner_noun_agreement_irregular_1,0.475
passive_1,0.563
determiner_noun_agreement_irregular_2,0.531
principle_A_domain_1,1.0
determiner_noun_agreement_with_adj_2,0.495
left_branch_island_simple_question,0.285
determiner_noun_agreement_with_adj_irregular_1,0.523
matrix_question_npi_licensor_present,0.07
determiner_noun_agreement_with_adj_irregular_2,0.526
npi_present_1,0.417
determiner_noun_agreement_with_adjective_1,0.485
principle_A_domain_2,0.481
distractor_agreement_relational_noun,0.449
principle_A_domain_3,0.497
distractor_agreement_relative_clause,0.501
drop_argument,0.408
wh_vs_that_with_gap,0.11
ellipsis_n_bar_1,0.154
ellipsis_n_bar_2,0.454
principle_A_reconstruction,0.255
existential_there_object_raising,0.675
regular_plural_subject_verb_agreement_1,0.502
existential_there_quantifiers_1,0.649
regular_plural_subject_verb_agreement_2,0.477
existential_there_quantifiers_2,0.244
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.593
wh_questions_object_gap,0.567
expletive_it_object_raising,0.601
inchoative,0.412
intransitive,0.378
sentential_negation_npi_scope,0.77
irregular_past_participle_adjectives,0.153
sentential_subject_island,0.489
irregular_past_participle_verbs,0.65
npi_present_2,0.383
irregular_plural_subject_verb_agreement_1,0.529
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.543
passive_2,0.499
principle_A_c_command,0.537
principle_A_case_1,1.0
principle_A_case_2,0.422
superlative_quantifiers_1,0.487
wh_questions_subject_gap_long_distance,0.943
wh_vs_that_no_gap_long_distance,0.897
wh_vs_that_with_gap_long_distance,0.138
