,epoch_6
adjunct_island,0.629
anaphor_gender_agreement,0.672
anaphor_number_agreement,0.566
animate_subject_passive,0.572
animate_subject_trans,0.579
causative,0.409
complex_NP_island,0.618
coordinate_structure_constraint_complex_left_branch,0.152
coordinate_structure_constraint_object_extraction,0.612
determiner_noun_agreement_1,0.521
determiner_noun_agreement_2,0.495
determiner_noun_agreement_irregular_1,0.523
determiner_noun_agreement_irregular_2,0.56
determiner_noun_agreement_with_adj_2,0.483
determiner_noun_agreement_with_adj_irregular_1,0.56
determiner_noun_agreement_with_adj_irregular_2,0.532
determiner_noun_agreement_with_adjective_1,0.498
distractor_agreement_relational_noun,0.44
distractor_agreement_relative_clause,0.473
drop_argument,0.588
ellipsis_n_bar_1,0.396
ellipsis_n_bar_2,0.456
existential_there_object_raising,0.687
existential_there_quantifiers_1,0.806
existential_there_quantifiers_2,0.134
existential_there_subject_raising,0.539
expletive_it_object_raising,0.676
inchoative,0.403
intransitive,0.484
irregular_past_participle_adjectives,0.769
irregular_past_participle_verbs,0.681
irregular_plural_subject_verb_agreement_1,0.556
irregular_plural_subject_verb_agreement_2,0.529
left_branch_island_echo_question,0.407
left_branch_island_simple_question,0.24
matrix_question_npi_licensor_present,0.095
npi_present_1,0.316
npi_present_2,0.262
only_npi_licensor_present,0.317
only_npi_scope,0.4
passive_1,0.57
passive_2,0.564
principle_A_c_command,0.492
principle_A_case_1,1.0
principle_A_case_2,0.428
principle_A_domain_1,0.971
principle_A_domain_2,0.496
principle_A_domain_3,0.515
principle_A_reconstruction,0.183
regular_plural_subject_verb_agreement_1,0.591
regular_plural_subject_verb_agreement_2,0.48
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.593
sentential_subject_island,0.6
superlative_quantifiers_1,0.449
superlative_quantifiers_2,0.782
tough_vs_raising_1,0.446
tough_vs_raising_2,0.61
transitive,0.594
wh_island,0.96
wh_questions_object_gap,0.487
wh_questions_subject_gap,0.801
wh_questions_subject_gap_long_distance,0.759
wh_vs_that_no_gap,0.905
wh_vs_that_no_gap_long_distance,0.949
wh_vs_that_with_gap,0.154
wh_vs_that_with_gap_long_distance,0.106
