,epoch_0
adjunct_island,0.402
anaphor_gender_agreement,0.437
anaphor_number_agreement,0.527
animate_subject_passive,0.513
animate_subject_trans,0.455
causative,0.454
complex_NP_island,0.498
coordinate_structure_constraint_complex_left_branch,0.625
coordinate_structure_constraint_object_extraction,0.557
determiner_noun_agreement_1,0.495
determiner_noun_agreement_2,0.501
determiner_noun_agreement_irregular_1,0.491
determiner_noun_agreement_irregular_2,0.483
determiner_noun_agreement_with_adj_2,0.518
determiner_noun_agreement_with_adj_irregular_1,0.494
determiner_noun_agreement_with_adj_irregular_2,0.471
determiner_noun_agreement_with_adjective_1,0.48
distractor_agreement_relational_noun,0.519
distractor_agreement_relative_clause,0.517
drop_argument,0.61
ellipsis_n_bar_1,0.558
ellipsis_n_bar_2,0.46
existential_there_object_raising,0.465
existential_there_quantifiers_1,0.5
existential_there_quantifiers_2,0.672
existential_there_subject_raising,0.525
expletive_it_object_raising,0.487
inchoative,0.493
intransitive,0.585
irregular_past_participle_adjectives,0.748
irregular_past_participle_verbs,0.35
irregular_plural_subject_verb_agreement_1,0.505
irregular_plural_subject_verb_agreement_2,0.477
left_branch_island_echo_question,0.29
left_branch_island_simple_question,0.541
matrix_question_npi_licensor_present,0.721
npi_present_1,0.975
npi_present_2,0.944
only_npi_licensor_present,1.0
only_npi_scope,0.609
passive_1,0.51
passive_2,0.556
principle_A_c_command,0.283
principle_A_case_1,0.131
principle_A_case_2,0.454
principle_A_domain_1,0.395
principle_A_domain_2,0.578
principle_A_domain_3,0.485
principle_A_reconstruction,0.639
regular_plural_subject_verb_agreement_1,0.375
regular_plural_subject_verb_agreement_2,0.482
sentential_negation_npi_licensor_present,0.066
sentential_negation_npi_scope,0.706
sentential_subject_island,0.518
superlative_quantifiers_1,0.646
superlative_quantifiers_2,0.888
tough_vs_raising_1,0.514
tough_vs_raising_2,0.471
transitive,0.507
wh_island,0.057
wh_questions_object_gap,0.457
wh_questions_subject_gap,0.23
wh_questions_subject_gap_long_distance,0.374
wh_vs_that_no_gap,0.335
wh_vs_that_no_gap_long_distance,0.319
wh_vs_that_with_gap,0.707
wh_vs_that_with_gap_long_distance,0.671
