,best
adjunct_island,0.465
anaphor_gender_agreement,0.394
anaphor_number_agreement,0.48
animate_subject_passive,0.541
animate_subject_trans,0.47
causative,0.467
complex_NP_island,0.522
coordinate_structure_constraint_complex_left_branch,0.381
coordinate_structure_constraint_object_extraction,0.421
determiner_noun_agreement_1,0.5
determiner_noun_agreement_2,0.491
determiner_noun_agreement_irregular_1,0.509
determiner_noun_agreement_irregular_2,0.497
determiner_noun_agreement_with_adj_2,0.489
determiner_noun_agreement_with_adj_irregular_1,0.559
determiner_noun_agreement_with_adj_irregular_2,0.526
determiner_noun_agreement_with_adjective_1,0.477
distractor_agreement_relational_noun,0.459
distractor_agreement_relative_clause,0.498
drop_argument,0.484
ellipsis_n_bar_1,0.206
ellipsis_n_bar_2,0.491
existential_there_object_raising,0.704
existential_there_quantifiers_1,0.641
existential_there_quantifiers_2,0.181
existential_there_subject_raising,0.599
expletive_it_object_raising,0.625
inchoative,0.417
intransitive,0.416
irregular_past_participle_adjectives,0.531
irregular_past_participle_verbs,0.698
irregular_plural_subject_verb_agreement_1,0.531
irregular_plural_subject_verb_agreement_2,0.57
left_branch_island_echo_question,0.577
left_branch_island_simple_question,0.372
matrix_question_npi_licensor_present,0.076
npi_present_1,0.369
npi_present_2,0.316
only_npi_licensor_present,0.0
only_npi_scope,0.098
passive_1,0.521
passive_2,0.483
principle_A_c_command,0.624
principle_A_case_1,1.0
principle_A_case_2,0.398
principle_A_domain_1,1.0
principle_A_domain_2,0.514
principle_A_domain_3,0.489
principle_A_reconstruction,0.278
regular_plural_subject_verb_agreement_1,0.503
regular_plural_subject_verb_agreement_2,0.479
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.712
sentential_subject_island,0.551
superlative_quantifiers_1,0.466
superlative_quantifiers_2,0.486
tough_vs_raising_1,0.458
tough_vs_raising_2,0.58
transitive,0.579
wh_island,0.872
wh_questions_object_gap,0.449
wh_questions_subject_gap,0.746
wh_questions_subject_gap_long_distance,0.765
wh_vs_that_no_gap,0.879
wh_vs_that_no_gap_long_distance,0.877
wh_vs_that_with_gap,0.142
wh_vs_that_with_gap_long_distance,0.186
