,epoch_1
adjunct_island,0.436
anaphor_gender_agreement,0.789
anaphor_number_agreement,0.618
animate_subject_passive,0.533
animate_subject_trans,0.582
causative,0.439
complex_NP_island,0.279
coordinate_structure_constraint_complex_left_branch,0.747
coordinate_structure_constraint_object_extraction,0.272
determiner_noun_agreement_1,0.497
determiner_noun_agreement_2,0.498
determiner_noun_agreement_irregular_1,0.536
determiner_noun_agreement_irregular_2,0.523
determiner_noun_agreement_with_adj_2,0.495
determiner_noun_agreement_with_adj_irregular_1,0.53
determiner_noun_agreement_with_adj_irregular_2,0.525
determiner_noun_agreement_with_adjective_1,0.506
distractor_agreement_relational_noun,0.493
distractor_agreement_relative_clause,0.533
drop_argument,0.602
ellipsis_n_bar_1,0.392
ellipsis_n_bar_2,0.431
existential_there_object_raising,0.44
existential_there_quantifiers_1,0.618
existential_there_quantifiers_2,0.346
existential_there_subject_raising,0.488
expletive_it_object_raising,0.447
inchoative,0.472
intransitive,0.625
irregular_past_participle_adjectives,0.353
irregular_past_participle_verbs,0.469
irregular_plural_subject_verb_agreement_1,0.484
irregular_plural_subject_verb_agreement_2,0.508
left_branch_island_echo_question,0.61
left_branch_island_simple_question,0.74
matrix_question_npi_licensor_present,0.55
npi_present_1,0.024
npi_present_2,0.025
only_npi_licensor_present,0.0
only_npi_scope,0.174
passive_1,0.518
passive_2,0.542
principle_A_c_command,0.517
principle_A_case_1,0.448
principle_A_case_2,0.438
principle_A_domain_1,0.648
principle_A_domain_2,0.413
principle_A_domain_3,0.513
principle_A_reconstruction,0.525
regular_plural_subject_verb_agreement_1,0.593
regular_plural_subject_verb_agreement_2,0.502
sentential_negation_npi_licensor_present,0.301
sentential_negation_npi_scope,0.904
sentential_subject_island,0.465
superlative_quantifiers_1,0.541
superlative_quantifiers_2,0.227
tough_vs_raising_1,0.434
tough_vs_raising_2,0.543
transitive,0.474
wh_island,0.682
wh_questions_object_gap,0.352
wh_questions_subject_gap,0.712
wh_questions_subject_gap_long_distance,0.608
wh_vs_that_no_gap,0.515
wh_vs_that_no_gap_long_distance,0.534
wh_vs_that_with_gap,0.427
wh_vs_that_with_gap_long_distance,0.435
