,best
adjunct_island,0.445
anaphor_gender_agreement,0.753
anaphor_number_agreement,0.587
animate_subject_passive,0.541
animate_subject_trans,0.583
causative,0.49
complex_NP_island,0.284
coordinate_structure_constraint_complex_left_branch,0.691
coordinate_structure_constraint_object_extraction,0.293
determiner_noun_agreement_1,0.508
determiner_noun_agreement_2,0.494
determiner_noun_agreement_irregular_1,0.526
determiner_noun_agreement_irregular_2,0.528
determiner_noun_agreement_with_adj_2,0.479
determiner_noun_agreement_with_adj_irregular_1,0.533
determiner_noun_agreement_with_adj_irregular_2,0.546
determiner_noun_agreement_with_adjective_1,0.515
distractor_agreement_relational_noun,0.504
distractor_agreement_relative_clause,0.52
drop_argument,0.49
ellipsis_n_bar_1,0.332
ellipsis_n_bar_2,0.472
existential_there_object_raising,0.404
existential_there_quantifiers_1,0.712
existential_there_quantifiers_2,0.451
existential_there_subject_raising,0.511
expletive_it_object_raising,0.431
inchoative,0.493
intransitive,0.538
irregular_past_participle_adjectives,0.308
irregular_past_participle_verbs,0.51
irregular_plural_subject_verb_agreement_1,0.485
irregular_plural_subject_verb_agreement_2,0.489
left_branch_island_echo_question,0.721
left_branch_island_simple_question,0.652
matrix_question_npi_licensor_present,0.357
npi_present_1,0.061
npi_present_2,0.035
only_npi_licensor_present,0.002
only_npi_scope,0.328
passive_1,0.486
passive_2,0.437
principle_A_c_command,0.547
principle_A_case_1,0.526
principle_A_case_2,0.452
principle_A_domain_1,0.571
principle_A_domain_2,0.452
principle_A_domain_3,0.507
principle_A_reconstruction,0.554
regular_plural_subject_verb_agreement_1,0.584
regular_plural_subject_verb_agreement_2,0.521
sentential_negation_npi_licensor_present,0.246
sentential_negation_npi_scope,0.868
sentential_subject_island,0.509
superlative_quantifiers_1,0.502
superlative_quantifiers_2,0.291
tough_vs_raising_1,0.396
tough_vs_raising_2,0.577
transitive,0.484
wh_island,0.763
wh_questions_object_gap,0.439
wh_questions_subject_gap,0.776
wh_questions_subject_gap_long_distance,0.653
wh_vs_that_no_gap,0.608
wh_vs_that_no_gap_long_distance,0.591
wh_vs_that_with_gap,0.317
wh_vs_that_with_gap_long_distance,0.405
