,best
adjunct_island,0.723
superlative_quantifiers_2,0.75
anaphor_gender_agreement,0.73
tough_vs_raising_1,0.455
anaphor_number_agreement,0.768
tough_vs_raising_2,0.596
animate_subject_passive,0.572
wh_questions_subject_gap,0.734
animate_subject_trans,0.569
causative,0.426
wh_vs_that_no_gap,0.821
complex_NP_island,0.448
coordinate_structure_constraint_complex_left_branch,0.215
left_branch_island_echo_question,0.532
coordinate_structure_constraint_object_extraction,0.692
transitive,0.605
determiner_noun_agreement_1,0.593
wh_island,0.836
determiner_noun_agreement_2,0.633
only_npi_scope,0.596
determiner_noun_agreement_irregular_1,0.589
passive_1,0.587
determiner_noun_agreement_irregular_2,0.731
principle_A_domain_1,0.965
determiner_noun_agreement_with_adj_2,0.541
left_branch_island_simple_question,0.392
determiner_noun_agreement_with_adj_irregular_1,0.584
matrix_question_npi_licensor_present,0.047
determiner_noun_agreement_with_adj_irregular_2,0.589
npi_present_1,0.282
determiner_noun_agreement_with_adjective_1,0.527
principle_A_domain_2,0.492
distractor_agreement_relational_noun,0.408
principle_A_domain_3,0.501
distractor_agreement_relative_clause,0.455
drop_argument,0.519
wh_vs_that_with_gap,0.254
ellipsis_n_bar_1,0.455
ellipsis_n_bar_2,0.562
principle_A_reconstruction,0.254
existential_there_object_raising,0.678
regular_plural_subject_verb_agreement_1,0.536
existential_there_quantifiers_1,0.882
regular_plural_subject_verb_agreement_2,0.506
existential_there_quantifiers_2,0.425
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.575
wh_questions_object_gap,0.417
expletive_it_object_raising,0.644
inchoative,0.417
intransitive,0.44
sentential_negation_npi_scope,0.608
irregular_past_participle_adjectives,0.947
sentential_subject_island,0.531
irregular_past_participle_verbs,0.708
npi_present_2,0.229
irregular_plural_subject_verb_agreement_1,0.6
only_npi_licensor_present,0.022
irregular_plural_subject_verb_agreement_2,0.592
passive_2,0.542
principle_A_c_command,0.57
principle_A_case_1,1.0
principle_A_case_2,0.449
superlative_quantifiers_1,0.065
wh_questions_subject_gap_long_distance,0.808
wh_vs_that_no_gap_long_distance,0.898
wh_vs_that_with_gap_long_distance,0.21
