,best
adjunct_island,0.731
superlative_quantifiers_2,0.74
anaphor_gender_agreement,0.712
tough_vs_raising_1,0.456
anaphor_number_agreement,0.786
tough_vs_raising_2,0.602
animate_subject_passive,0.57
wh_questions_subject_gap,0.765
animate_subject_trans,0.573
causative,0.418
wh_vs_that_no_gap,0.839
complex_NP_island,0.447
coordinate_structure_constraint_complex_left_branch,0.223
left_branch_island_echo_question,0.532
coordinate_structure_constraint_object_extraction,0.737
transitive,0.609
determiner_noun_agreement_1,0.607
wh_island,0.803
determiner_noun_agreement_2,0.663
only_npi_scope,0.601
determiner_noun_agreement_irregular_1,0.599
passive_1,0.602
determiner_noun_agreement_irregular_2,0.758
principle_A_domain_1,0.973
determiner_noun_agreement_with_adj_2,0.553
left_branch_island_simple_question,0.385
determiner_noun_agreement_with_adj_irregular_1,0.59
matrix_question_npi_licensor_present,0.062
determiner_noun_agreement_with_adj_irregular_2,0.596
npi_present_1,0.306
determiner_noun_agreement_with_adjective_1,0.531
principle_A_domain_2,0.493
distractor_agreement_relational_noun,0.393
principle_A_domain_3,0.496
distractor_agreement_relative_clause,0.456
drop_argument,0.508
wh_vs_that_with_gap,0.235
ellipsis_n_bar_1,0.441
ellipsis_n_bar_2,0.558
principle_A_reconstruction,0.229
existential_there_object_raising,0.684
regular_plural_subject_verb_agreement_1,0.544
existential_there_quantifiers_1,0.883
regular_plural_subject_verb_agreement_2,0.514
existential_there_quantifiers_2,0.429
sentential_negation_npi_licensor_present,0.999
existential_there_subject_raising,0.592
wh_questions_object_gap,0.438
expletive_it_object_raising,0.64
inchoative,0.4
intransitive,0.433
sentential_negation_npi_scope,0.612
irregular_past_participle_adjectives,0.951
sentential_subject_island,0.526
irregular_past_participle_verbs,0.745
npi_present_2,0.245
irregular_plural_subject_verb_agreement_1,0.653
only_npi_licensor_present,0.011
irregular_plural_subject_verb_agreement_2,0.606
passive_2,0.539
principle_A_c_command,0.581
principle_A_case_1,1.0
principle_A_case_2,0.432
superlative_quantifiers_1,0.099
wh_questions_subject_gap_long_distance,0.834
wh_vs_that_no_gap_long_distance,0.889
wh_vs_that_with_gap_long_distance,0.204
