,best
adjunct_island,0.416
superlative_quantifiers_2,0.205
anaphor_gender_agreement,0.684
tough_vs_raising_1,0.471
anaphor_number_agreement,0.589
tough_vs_raising_2,0.571
animate_subject_passive,0.584
wh_questions_subject_gap,0.984
animate_subject_trans,0.389
causative,0.472
wh_vs_that_no_gap,0.998
complex_NP_island,0.4
coordinate_structure_constraint_complex_left_branch,0.494
left_branch_island_echo_question,0.63
coordinate_structure_constraint_object_extraction,0.43
transitive,0.584
determiner_noun_agreement_1,0.527
wh_island,0.948
determiner_noun_agreement_2,0.489
only_npi_scope,0.083
determiner_noun_agreement_irregular_1,0.499
passive_1,0.496
determiner_noun_agreement_irregular_2,0.528
principle_A_domain_1,1.0
determiner_noun_agreement_with_adj_2,0.47
left_branch_island_simple_question,0.511
determiner_noun_agreement_with_adj_irregular_1,0.506
matrix_question_npi_licensor_present,0.21
determiner_noun_agreement_with_adj_irregular_2,0.535
npi_present_1,0.383
determiner_noun_agreement_with_adjective_1,0.496
principle_A_domain_2,0.517
distractor_agreement_relational_noun,0.45
principle_A_domain_3,0.501
distractor_agreement_relative_clause,0.525
drop_argument,0.404
wh_vs_that_with_gap,0.001
ellipsis_n_bar_1,0.157
ellipsis_n_bar_2,0.409
principle_A_reconstruction,0.277
existential_there_object_raising,0.699
regular_plural_subject_verb_agreement_1,0.519
existential_there_quantifiers_1,0.778
regular_plural_subject_verb_agreement_2,0.501
existential_there_quantifiers_2,0.218
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.554
wh_questions_object_gap,0.685
expletive_it_object_raising,0.595
inchoative,0.436
intransitive,0.347
sentential_negation_npi_scope,0.543
irregular_past_participle_adjectives,0.263
sentential_subject_island,0.508
irregular_past_participle_verbs,0.686
npi_present_2,0.378
irregular_plural_subject_verb_agreement_1,0.525
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.515
passive_2,0.456
principle_A_c_command,0.431
principle_A_case_1,1.0
principle_A_case_2,0.432
superlative_quantifiers_1,0.486
wh_questions_subject_gap_long_distance,0.983
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap_long_distance,0.0
