,best
adjunct_island,0.67
superlative_quantifiers_2,0.474
anaphor_gender_agreement,0.682
tough_vs_raising_1,0.549
anaphor_number_agreement,0.631
tough_vs_raising_2,0.499
animate_subject_passive,0.591
wh_questions_subject_gap,0.877
animate_subject_trans,0.432
causative,0.485
wh_vs_that_no_gap,0.853
complex_NP_island,0.412
coordinate_structure_constraint_complex_left_branch,0.2
left_branch_island_echo_question,0.612
coordinate_structure_constraint_object_extraction,0.325
transitive,0.575
determiner_noun_agreement_1,0.564
wh_island,0.837
determiner_noun_agreement_2,0.531
only_npi_scope,0.226
determiner_noun_agreement_irregular_1,0.576
passive_1,0.467
determiner_noun_agreement_irregular_2,0.641
principle_A_domain_1,0.998
determiner_noun_agreement_with_adj_2,0.502
left_branch_island_simple_question,0.324
determiner_noun_agreement_with_adj_irregular_1,0.532
matrix_question_npi_licensor_present,0.025
determiner_noun_agreement_with_adj_irregular_2,0.54
npi_present_1,0.24
determiner_noun_agreement_with_adjective_1,0.526
principle_A_domain_2,0.525
distractor_agreement_relational_noun,0.421
principle_A_domain_3,0.523
distractor_agreement_relative_clause,0.454
drop_argument,0.394
wh_vs_that_with_gap,0.189
ellipsis_n_bar_1,0.412
ellipsis_n_bar_2,0.507
principle_A_reconstruction,0.211
existential_there_object_raising,0.676
regular_plural_subject_verb_agreement_1,0.513
existential_there_quantifiers_1,0.807
regular_plural_subject_verb_agreement_2,0.501
existential_there_quantifiers_2,0.43
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.47
wh_questions_object_gap,0.6
expletive_it_object_raising,0.616
inchoative,0.501
intransitive,0.386
sentential_negation_npi_scope,0.441
irregular_past_participle_adjectives,0.803
sentential_subject_island,0.407
irregular_past_participle_verbs,0.648
npi_present_2,0.288
irregular_plural_subject_verb_agreement_1,0.547
only_npi_licensor_present,0.992
irregular_plural_subject_verb_agreement_2,0.531
passive_2,0.428
principle_A_c_command,0.329
principle_A_case_1,1.0
principle_A_case_2,0.502
superlative_quantifiers_1,0.215
wh_questions_subject_gap_long_distance,0.874
wh_vs_that_no_gap_long_distance,0.89
wh_vs_that_with_gap_long_distance,0.193
