,epoch_1
adjunct_island,0.466
anaphor_gender_agreement,0.632
anaphor_number_agreement,0.528
animate_subject_passive,0.504
animate_subject_trans,0.404
causative,0.454
complex_NP_island,0.511
coordinate_structure_constraint_complex_left_branch,0.281
coordinate_structure_constraint_object_extraction,0.276
determiner_noun_agreement_1,0.516
determiner_noun_agreement_2,0.518
determiner_noun_agreement_irregular_1,0.491
determiner_noun_agreement_irregular_2,0.488
determiner_noun_agreement_with_adj_2,0.484
determiner_noun_agreement_with_adj_irregular_1,0.534
determiner_noun_agreement_with_adj_irregular_2,0.504
determiner_noun_agreement_with_adjective_1,0.533
distractor_agreement_relational_noun,0.472
distractor_agreement_relative_clause,0.537
drop_argument,0.707
ellipsis_n_bar_1,0.355
ellipsis_n_bar_2,0.479
existential_there_object_raising,0.608
existential_there_quantifiers_1,0.5
existential_there_quantifiers_2,0.001
existential_there_subject_raising,0.468
expletive_it_object_raising,0.608
inchoative,0.49
intransitive,0.694
irregular_past_participle_adjectives,0.093
irregular_past_participle_verbs,0.63
irregular_plural_subject_verb_agreement_1,0.518
irregular_plural_subject_verb_agreement_2,0.45
left_branch_island_echo_question,0.234
left_branch_island_simple_question,0.342
matrix_question_npi_licensor_present,0.803
npi_present_1,0.505
npi_present_2,0.445
only_npi_licensor_present,0.972
only_npi_scope,0.342
passive_1,0.552
passive_2,0.605
principle_A_c_command,0.329
principle_A_case_1,0.84
principle_A_case_2,0.455
principle_A_domain_1,0.491
principle_A_domain_2,0.468
principle_A_domain_3,0.518
principle_A_reconstruction,0.3
regular_plural_subject_verb_agreement_1,0.536
regular_plural_subject_verb_agreement_2,0.469
sentential_negation_npi_licensor_present,0.792
sentential_negation_npi_scope,0.502
sentential_subject_island,0.525
superlative_quantifiers_1,0.961
superlative_quantifiers_2,0.019
tough_vs_raising_1,0.462
tough_vs_raising_2,0.515
transitive,0.462
wh_island,0.912
wh_questions_object_gap,0.305
wh_questions_subject_gap,0.586
wh_questions_subject_gap_long_distance,0.52
wh_vs_that_no_gap,0.641
wh_vs_that_no_gap_long_distance,0.68
wh_vs_that_with_gap,0.352
wh_vs_that_with_gap_long_distance,0.358
