,best
adjunct_island,0.686
superlative_quantifiers_2,0.312
anaphor_gender_agreement,0.598
tough_vs_raising_1,0.478
anaphor_number_agreement,0.536
tough_vs_raising_2,0.578
animate_subject_passive,0.587
wh_questions_subject_gap,0.896
animate_subject_trans,0.508
causative,0.482
wh_vs_that_no_gap,0.873
complex_NP_island,0.33
coordinate_structure_constraint_complex_left_branch,0.101
left_branch_island_echo_question,0.488
coordinate_structure_constraint_object_extraction,0.239
transitive,0.57
determiner_noun_agreement_1,0.612
wh_island,0.892
determiner_noun_agreement_2,0.535
only_npi_scope,0.254
determiner_noun_agreement_irregular_1,0.576
passive_1,0.437
determiner_noun_agreement_irregular_2,0.63
principle_A_domain_1,0.992
determiner_noun_agreement_with_adj_2,0.51
left_branch_island_simple_question,0.111
determiner_noun_agreement_with_adj_irregular_1,0.53
matrix_question_npi_licensor_present,0.195
determiner_noun_agreement_with_adj_irregular_2,0.567
npi_present_1,0.391
determiner_noun_agreement_with_adjective_1,0.542
principle_A_domain_2,0.504
distractor_agreement_relational_noun,0.431
principle_A_domain_3,0.506
distractor_agreement_relative_clause,0.504
drop_argument,0.413
wh_vs_that_with_gap,0.222
ellipsis_n_bar_1,0.29
ellipsis_n_bar_2,0.533
principle_A_reconstruction,0.1
existential_there_object_raising,0.674
regular_plural_subject_verb_agreement_1,0.552
existential_there_quantifiers_1,0.813
regular_plural_subject_verb_agreement_2,0.508
existential_there_quantifiers_2,0.171
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.5
wh_questions_object_gap,0.437
expletive_it_object_raising,0.602
inchoative,0.552
intransitive,0.428
sentential_negation_npi_scope,0.565
irregular_past_participle_adjectives,0.533
sentential_subject_island,0.428
irregular_past_participle_verbs,0.696
npi_present_2,0.405
irregular_plural_subject_verb_agreement_1,0.616
only_npi_licensor_present,0.033
irregular_plural_subject_verb_agreement_2,0.603
passive_2,0.389
principle_A_c_command,0.5
principle_A_case_1,1.0
principle_A_case_2,0.475
superlative_quantifiers_1,0.409
wh_questions_subject_gap_long_distance,0.95
wh_vs_that_no_gap_long_distance,0.932
wh_vs_that_with_gap_long_distance,0.166
