,best
adjunct_island,0.683
superlative_quantifiers_2,0.32
anaphor_gender_agreement,0.607
tough_vs_raising_1,0.482
anaphor_number_agreement,0.526
tough_vs_raising_2,0.573
animate_subject_passive,0.587
wh_questions_subject_gap,0.89
animate_subject_trans,0.512
causative,0.485
wh_vs_that_no_gap,0.878
complex_NP_island,0.33
coordinate_structure_constraint_complex_left_branch,0.105
left_branch_island_echo_question,0.511
coordinate_structure_constraint_object_extraction,0.225
transitive,0.57
determiner_noun_agreement_1,0.61
wh_island,0.896
determiner_noun_agreement_2,0.532
only_npi_scope,0.239
determiner_noun_agreement_irregular_1,0.567
passive_1,0.436
determiner_noun_agreement_irregular_2,0.616
principle_A_domain_1,0.994
determiner_noun_agreement_with_adj_2,0.506
left_branch_island_simple_question,0.114
determiner_noun_agreement_with_adj_irregular_1,0.529
matrix_question_npi_licensor_present,0.193
determiner_noun_agreement_with_adj_irregular_2,0.564
npi_present_1,0.392
determiner_noun_agreement_with_adjective_1,0.537
principle_A_domain_2,0.495
distractor_agreement_relational_noun,0.439
principle_A_domain_3,0.508
distractor_agreement_relative_clause,0.504
drop_argument,0.412
wh_vs_that_with_gap,0.209
ellipsis_n_bar_1,0.285
ellipsis_n_bar_2,0.523
principle_A_reconstruction,0.106
existential_there_object_raising,0.678
regular_plural_subject_verb_agreement_1,0.553
existential_there_quantifiers_1,0.809
regular_plural_subject_verb_agreement_2,0.506
existential_there_quantifiers_2,0.183
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.494
wh_questions_object_gap,0.438
expletive_it_object_raising,0.607
inchoative,0.556
intransitive,0.439
sentential_negation_npi_scope,0.565
irregular_past_participle_adjectives,0.528
sentential_subject_island,0.429
irregular_past_participle_verbs,0.694
npi_present_2,0.396
irregular_plural_subject_verb_agreement_1,0.618
only_npi_licensor_present,0.015
irregular_plural_subject_verb_agreement_2,0.605
passive_2,0.389
principle_A_c_command,0.499
principle_A_case_1,1.0
principle_A_case_2,0.474
superlative_quantifiers_1,0.433
wh_questions_subject_gap_long_distance,0.955
wh_vs_that_no_gap_long_distance,0.928
wh_vs_that_with_gap_long_distance,0.154
