,best
adjunct_island,0.694
superlative_quantifiers_2,0.311
anaphor_gender_agreement,0.586
tough_vs_raising_1,0.477
anaphor_number_agreement,0.534
tough_vs_raising_2,0.578
animate_subject_passive,0.586
wh_questions_subject_gap,0.901
animate_subject_trans,0.509
causative,0.481
wh_vs_that_no_gap,0.871
complex_NP_island,0.332
coordinate_structure_constraint_complex_left_branch,0.103
left_branch_island_echo_question,0.484
coordinate_structure_constraint_object_extraction,0.236
transitive,0.568
determiner_noun_agreement_1,0.613
wh_island,0.893
determiner_noun_agreement_2,0.534
only_npi_scope,0.248
determiner_noun_agreement_irregular_1,0.578
passive_1,0.44
determiner_noun_agreement_irregular_2,0.634
principle_A_domain_1,0.993
determiner_noun_agreement_with_adj_2,0.511
left_branch_island_simple_question,0.11
determiner_noun_agreement_with_adj_irregular_1,0.534
matrix_question_npi_licensor_present,0.192
determiner_noun_agreement_with_adj_irregular_2,0.566
npi_present_1,0.393
determiner_noun_agreement_with_adjective_1,0.543
principle_A_domain_2,0.502
distractor_agreement_relational_noun,0.431
principle_A_domain_3,0.505
distractor_agreement_relative_clause,0.507
drop_argument,0.41
wh_vs_that_with_gap,0.221
ellipsis_n_bar_1,0.29
ellipsis_n_bar_2,0.534
principle_A_reconstruction,0.101
existential_there_object_raising,0.676
regular_plural_subject_verb_agreement_1,0.546
existential_there_quantifiers_1,0.812
regular_plural_subject_verb_agreement_2,0.509
existential_there_quantifiers_2,0.17
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.5
wh_questions_object_gap,0.441
expletive_it_object_raising,0.604
inchoative,0.551
intransitive,0.429
sentential_negation_npi_scope,0.567
irregular_past_participle_adjectives,0.535
sentential_subject_island,0.431
irregular_past_participle_verbs,0.697
npi_present_2,0.407
irregular_plural_subject_verb_agreement_1,0.616
only_npi_licensor_present,0.04
irregular_plural_subject_verb_agreement_2,0.601
passive_2,0.393
principle_A_c_command,0.507
principle_A_case_1,1.0
principle_A_case_2,0.476
superlative_quantifiers_1,0.409
wh_questions_subject_gap_long_distance,0.952
wh_vs_that_no_gap_long_distance,0.934
wh_vs_that_with_gap_long_distance,0.162
