,best
adjunct_island,0.629
superlative_quantifiers_2,0.588
anaphor_gender_agreement,0.712
tough_vs_raising_1,0.461
anaphor_number_agreement,0.658
tough_vs_raising_2,0.592
animate_subject_passive,0.546
wh_questions_subject_gap,0.804
animate_subject_trans,0.585
causative,0.443
wh_vs_that_no_gap,0.831
complex_NP_island,0.524
coordinate_structure_constraint_complex_left_branch,0.22
left_branch_island_echo_question,0.601
coordinate_structure_constraint_object_extraction,0.676
transitive,0.597
determiner_noun_agreement_1,0.553
wh_island,0.737
determiner_noun_agreement_2,0.526
only_npi_scope,0.417
determiner_noun_agreement_irregular_1,0.575
passive_1,0.55
determiner_noun_agreement_irregular_2,0.64
principle_A_domain_1,0.994
determiner_noun_agreement_with_adj_2,0.483
left_branch_island_simple_question,0.353
determiner_noun_agreement_with_adj_irregular_1,0.542
matrix_question_npi_licensor_present,0.072
determiner_noun_agreement_with_adj_irregular_2,0.53
npi_present_1,0.386
determiner_noun_agreement_with_adjective_1,0.508
principle_A_domain_2,0.508
distractor_agreement_relational_noun,0.437
principle_A_domain_3,0.507
distractor_agreement_relative_clause,0.457
drop_argument,0.519
wh_vs_that_with_gap,0.255
ellipsis_n_bar_1,0.389
ellipsis_n_bar_2,0.492
principle_A_reconstruction,0.259
existential_there_object_raising,0.711
regular_plural_subject_verb_agreement_1,0.535
existential_there_quantifiers_1,0.87
regular_plural_subject_verb_agreement_2,0.479
existential_there_quantifiers_2,0.366
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.559
wh_questions_object_gap,0.432
expletive_it_object_raising,0.647
inchoative,0.399
intransitive,0.413
sentential_negation_npi_scope,0.706
irregular_past_participle_adjectives,0.914
sentential_subject_island,0.611
irregular_past_participle_verbs,0.77
npi_present_2,0.341
irregular_plural_subject_verb_agreement_1,0.591
only_npi_licensor_present,0.025
irregular_plural_subject_verb_agreement_2,0.552
passive_2,0.538
principle_A_c_command,0.547
principle_A_case_1,1.0
principle_A_case_2,0.445
superlative_quantifiers_1,0.171
wh_questions_subject_gap_long_distance,0.821
wh_vs_that_no_gap_long_distance,0.886
wh_vs_that_with_gap_long_distance,0.214
