,best
adjunct_island,0.554
superlative_quantifiers_2,0.534
anaphor_gender_agreement,0.631
tough_vs_raising_1,0.434
anaphor_number_agreement,0.474
tough_vs_raising_2,0.604
animate_subject_passive,0.565
wh_questions_subject_gap,0.755
animate_subject_trans,0.469
causative,0.459
wh_vs_that_no_gap,0.798
complex_NP_island,0.425
coordinate_structure_constraint_complex_left_branch,0.165
left_branch_island_echo_question,0.619
coordinate_structure_constraint_object_extraction,0.373
transitive,0.58
determiner_noun_agreement_1,0.508
wh_island,0.788
determiner_noun_agreement_2,0.489
only_npi_scope,0.155
determiner_noun_agreement_irregular_1,0.524
passive_1,0.485
determiner_noun_agreement_irregular_2,0.54
principle_A_domain_1,0.988
determiner_noun_agreement_with_adj_2,0.492
left_branch_island_simple_question,0.254
determiner_noun_agreement_with_adj_irregular_1,0.542
matrix_question_npi_licensor_present,0.033
determiner_noun_agreement_with_adj_irregular_2,0.537
npi_present_1,0.389
determiner_noun_agreement_with_adjective_1,0.493
principle_A_domain_2,0.505
distractor_agreement_relational_noun,0.459
principle_A_domain_3,0.501
distractor_agreement_relative_clause,0.472
drop_argument,0.409
wh_vs_that_with_gap,0.265
ellipsis_n_bar_1,0.21
ellipsis_n_bar_2,0.53
principle_A_reconstruction,0.226
existential_there_object_raising,0.684
regular_plural_subject_verb_agreement_1,0.511
existential_there_quantifiers_1,0.728
regular_plural_subject_verb_agreement_2,0.478
existential_there_quantifiers_2,0.251
sentential_negation_npi_licensor_present,0.996
existential_there_subject_raising,0.592
wh_questions_object_gap,0.475
expletive_it_object_raising,0.621
inchoative,0.489
intransitive,0.407
sentential_negation_npi_scope,0.667
irregular_past_participle_adjectives,0.199
sentential_subject_island,0.562
irregular_past_participle_verbs,0.799
npi_present_2,0.371
irregular_plural_subject_verb_agreement_1,0.554
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.551
passive_2,0.426
principle_A_c_command,0.512
principle_A_case_1,1.0
principle_A_case_2,0.453
superlative_quantifiers_1,0.489
wh_questions_subject_gap_long_distance,0.802
wh_vs_that_no_gap_long_distance,0.798
wh_vs_that_with_gap_long_distance,0.286
