,best
adjunct_island,0.703
superlative_quantifiers_2,0.483
anaphor_gender_agreement,0.694
tough_vs_raising_1,0.539
anaphor_number_agreement,0.633
tough_vs_raising_2,0.514
animate_subject_passive,0.594
wh_questions_subject_gap,0.88
animate_subject_trans,0.436
causative,0.487
wh_vs_that_no_gap,0.845
complex_NP_island,0.418
coordinate_structure_constraint_complex_left_branch,0.177
left_branch_island_echo_question,0.577
coordinate_structure_constraint_object_extraction,0.329
transitive,0.579
determiner_noun_agreement_1,0.589
wh_island,0.833
determiner_noun_agreement_2,0.532
only_npi_scope,0.225
determiner_noun_agreement_irregular_1,0.601
passive_1,0.469
determiner_noun_agreement_irregular_2,0.67
principle_A_domain_1,0.997
determiner_noun_agreement_with_adj_2,0.506
left_branch_island_simple_question,0.285
determiner_noun_agreement_with_adj_irregular_1,0.533
matrix_question_npi_licensor_present,0.024
determiner_noun_agreement_with_adj_irregular_2,0.548
npi_present_1,0.257
determiner_noun_agreement_with_adjective_1,0.524
principle_A_domain_2,0.52
distractor_agreement_relational_noun,0.395
principle_A_domain_3,0.53
distractor_agreement_relative_clause,0.454
drop_argument,0.394
wh_vs_that_with_gap,0.198
ellipsis_n_bar_1,0.456
ellipsis_n_bar_2,0.539
principle_A_reconstruction,0.193
existential_there_object_raising,0.671
regular_plural_subject_verb_agreement_1,0.525
existential_there_quantifiers_1,0.829
regular_plural_subject_verb_agreement_2,0.504
existential_there_quantifiers_2,0.407
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.481
wh_questions_object_gap,0.594
expletive_it_object_raising,0.615
inchoative,0.506
intransitive,0.39
sentential_negation_npi_scope,0.486
irregular_past_participle_adjectives,0.792
sentential_subject_island,0.382
irregular_past_participle_verbs,0.651
npi_present_2,0.307
irregular_plural_subject_verb_agreement_1,0.551
only_npi_licensor_present,0.981
irregular_plural_subject_verb_agreement_2,0.535
passive_2,0.421
principle_A_c_command,0.326
principle_A_case_1,1.0
principle_A_case_2,0.507
superlative_quantifiers_1,0.144
wh_questions_subject_gap_long_distance,0.888
wh_vs_that_no_gap_long_distance,0.889
wh_vs_that_with_gap_long_distance,0.191
