,best
adjunct_island,0.614
anaphor_gender_agreement,0.671
anaphor_number_agreement,0.519
animate_subject_passive,0.575
animate_subject_trans,0.569
causative,0.456
complex_NP_island,0.489
coordinate_structure_constraint_complex_left_branch,0.146
coordinate_structure_constraint_object_extraction,0.357
determiner_noun_agreement_1,0.526
determiner_noun_agreement_2,0.508
determiner_noun_agreement_irregular_1,0.53
determiner_noun_agreement_irregular_2,0.563
determiner_noun_agreement_with_adj_2,0.492
determiner_noun_agreement_with_adj_irregular_1,0.551
determiner_noun_agreement_with_adj_irregular_2,0.525
determiner_noun_agreement_with_adjective_1,0.479
distractor_agreement_relational_noun,0.427
distractor_agreement_relative_clause,0.455
drop_argument,0.428
ellipsis_n_bar_1,0.255
ellipsis_n_bar_2,0.518
existential_there_object_raising,0.669
existential_there_quantifiers_1,0.745
existential_there_quantifiers_2,0.259
existential_there_subject_raising,0.563
expletive_it_object_raising,0.624
inchoative,0.504
intransitive,0.435
irregular_past_participle_adjectives,0.555
irregular_past_participle_verbs,0.735
irregular_plural_subject_verb_agreement_1,0.582
irregular_plural_subject_verb_agreement_2,0.564
left_branch_island_echo_question,0.584
left_branch_island_simple_question,0.2
matrix_question_npi_licensor_present,0.063
npi_present_1,0.384
npi_present_2,0.349
only_npi_licensor_present,0.0
only_npi_scope,0.134
passive_1,0.457
passive_2,0.421
principle_A_c_command,0.56
principle_A_case_1,1.0
principle_A_case_2,0.472
principle_A_domain_1,0.958
principle_A_domain_2,0.5
principle_A_domain_3,0.496
principle_A_reconstruction,0.198
regular_plural_subject_verb_agreement_1,0.557
regular_plural_subject_verb_agreement_2,0.501
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.642
sentential_subject_island,0.561
superlative_quantifiers_1,0.421
superlative_quantifiers_2,0.624
tough_vs_raising_1,0.45
tough_vs_raising_2,0.59
transitive,0.559
wh_island,0.903
wh_questions_object_gap,0.423
wh_questions_subject_gap,0.658
wh_questions_subject_gap_long_distance,0.693
wh_vs_that_no_gap,0.763
wh_vs_that_no_gap_long_distance,0.794
wh_vs_that_with_gap,0.29
wh_vs_that_with_gap_long_distance,0.298
