,best
adjunct_island,0.698
superlative_quantifiers_2,0.567
anaphor_gender_agreement,0.64
tough_vs_raising_1,0.397
anaphor_number_agreement,0.586
tough_vs_raising_2,0.634
animate_subject_passive,0.587
wh_questions_subject_gap,0.875
animate_subject_trans,0.511
causative,0.459
wh_vs_that_no_gap,0.749
complex_NP_island,0.355
coordinate_structure_constraint_complex_left_branch,0.09
left_branch_island_echo_question,0.472
coordinate_structure_constraint_object_extraction,0.277
transitive,0.617
determiner_noun_agreement_1,0.72
wh_island,0.855
determiner_noun_agreement_2,0.599
only_npi_scope,0.31
determiner_noun_agreement_irregular_1,0.663
passive_1,0.511
determiner_noun_agreement_irregular_2,0.735
principle_A_domain_1,0.983
determiner_noun_agreement_with_adj_2,0.586
left_branch_island_simple_question,0.157
determiner_noun_agreement_with_adj_irregular_1,0.669
matrix_question_npi_licensor_present,0.247
determiner_noun_agreement_with_adj_irregular_2,0.609
npi_present_1,0.19
determiner_noun_agreement_with_adjective_1,0.605
principle_A_domain_2,0.475
distractor_agreement_relational_noun,0.4
principle_A_domain_3,0.507
distractor_agreement_relative_clause,0.358
drop_argument,0.406
wh_vs_that_with_gap,0.333
ellipsis_n_bar_1,0.359
ellipsis_n_bar_2,0.589
principle_A_reconstruction,0.232
existential_there_object_raising,0.645
regular_plural_subject_verb_agreement_1,0.479
existential_there_quantifiers_1,0.858
regular_plural_subject_verb_agreement_2,0.542
existential_there_quantifiers_2,0.381
sentential_negation_npi_licensor_present,0.997
existential_there_subject_raising,0.573
wh_questions_object_gap,0.534
expletive_it_object_raising,0.608
inchoative,0.516
intransitive,0.383
sentential_negation_npi_scope,0.66
irregular_past_participle_adjectives,0.6
sentential_subject_island,0.518
irregular_past_participle_verbs,0.774
npi_present_2,0.228
irregular_plural_subject_verb_agreement_1,0.598
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.569
passive_2,0.436
principle_A_c_command,0.602
principle_A_case_1,0.999
principle_A_case_2,0.511
superlative_quantifiers_1,0.516
wh_questions_subject_gap_long_distance,0.92
wh_vs_that_no_gap_long_distance,0.836
wh_vs_that_with_gap_long_distance,0.253
