,best
adjunct_island,0.629
superlative_quantifiers_2,0.589
anaphor_gender_agreement,0.709
tough_vs_raising_1,0.461
anaphor_number_agreement,0.654
tough_vs_raising_2,0.592
animate_subject_passive,0.551
wh_questions_subject_gap,0.801
animate_subject_trans,0.588
causative,0.439
wh_vs_that_no_gap,0.828
complex_NP_island,0.517
coordinate_structure_constraint_complex_left_branch,0.229
left_branch_island_echo_question,0.607
coordinate_structure_constraint_object_extraction,0.675
transitive,0.592
determiner_noun_agreement_1,0.553
wh_island,0.742
determiner_noun_agreement_2,0.521
only_npi_scope,0.398
determiner_noun_agreement_irregular_1,0.575
passive_1,0.546
determiner_noun_agreement_irregular_2,0.631
principle_A_domain_1,0.994
determiner_noun_agreement_with_adj_2,0.483
left_branch_island_simple_question,0.356
determiner_noun_agreement_with_adj_irregular_1,0.545
matrix_question_npi_licensor_present,0.069
determiner_noun_agreement_with_adj_irregular_2,0.527
npi_present_1,0.392
determiner_noun_agreement_with_adjective_1,0.508
principle_A_domain_2,0.509
distractor_agreement_relational_noun,0.432
principle_A_domain_3,0.507
distractor_agreement_relative_clause,0.458
drop_argument,0.52
wh_vs_that_with_gap,0.258
ellipsis_n_bar_1,0.387
ellipsis_n_bar_2,0.485
principle_A_reconstruction,0.265
existential_there_object_raising,0.708
regular_plural_subject_verb_agreement_1,0.541
existential_there_quantifiers_1,0.87
regular_plural_subject_verb_agreement_2,0.48
existential_there_quantifiers_2,0.355
sentential_negation_npi_licensor_present,1.0
existential_there_subject_raising,0.558
wh_questions_object_gap,0.424
expletive_it_object_raising,0.647
inchoative,0.399
intransitive,0.415
sentential_negation_npi_scope,0.708
irregular_past_participle_adjectives,0.915
sentential_subject_island,0.612
irregular_past_participle_verbs,0.776
npi_present_2,0.34
irregular_plural_subject_verb_agreement_1,0.594
only_npi_licensor_present,0.023
irregular_plural_subject_verb_agreement_2,0.551
passive_2,0.538
principle_A_c_command,0.552
principle_A_case_1,1.0
principle_A_case_2,0.443
superlative_quantifiers_1,0.184
wh_questions_subject_gap_long_distance,0.822
wh_vs_that_no_gap_long_distance,0.885
wh_vs_that_with_gap_long_distance,0.215
