,best
adjunct_island,0.514
anaphor_gender_agreement,0.744
anaphor_number_agreement,0.646
animate_subject_passive,0.582
animate_subject_trans,0.382
causative,0.454
complex_NP_island,0.456
coordinate_structure_constraint_complex_left_branch,0.336
coordinate_structure_constraint_object_extraction,0.423
determiner_noun_agreement_1,0.52
determiner_noun_agreement_2,0.49
determiner_noun_agreement_irregular_1,0.469
determiner_noun_agreement_irregular_2,0.531
determiner_noun_agreement_with_adj_2,0.473
determiner_noun_agreement_with_adj_irregular_1,0.484
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.498
distractor_agreement_relational_noun,0.465
distractor_agreement_relative_clause,0.523
drop_argument,0.469
ellipsis_n_bar_1,0.263
ellipsis_n_bar_2,0.388
existential_there_object_raising,0.668
existential_there_quantifiers_1,0.781
existential_there_quantifiers_2,0.121
existential_there_subject_raising,0.603
expletive_it_object_raising,0.615
inchoative,0.318
intransitive,0.376
irregular_past_participle_adjectives,0.291
irregular_past_participle_verbs,0.783
irregular_plural_subject_verb_agreement_1,0.548
irregular_plural_subject_verb_agreement_2,0.484
left_branch_island_echo_question,0.647
left_branch_island_simple_question,0.375
matrix_question_npi_licensor_present,0.026
npi_present_1,0.309
npi_present_2,0.242
only_npi_licensor_present,0.096
only_npi_scope,0.227
passive_1,0.622
passive_2,0.602
principle_A_c_command,0.428
principle_A_case_1,1.0
principle_A_case_2,0.408
principle_A_domain_1,1.0
principle_A_domain_2,0.443
principle_A_domain_3,0.512
principle_A_reconstruction,0.463
regular_plural_subject_verb_agreement_1,0.487
regular_plural_subject_verb_agreement_2,0.46
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.768
sentential_subject_island,0.515
superlative_quantifiers_1,0.509
superlative_quantifiers_2,0.291
tough_vs_raising_1,0.454
tough_vs_raising_2,0.583
transitive,0.613
wh_island,0.916
wh_questions_object_gap,0.668
wh_questions_subject_gap,0.936
wh_questions_subject_gap_long_distance,0.774
wh_vs_that_no_gap,0.905
wh_vs_that_no_gap_long_distance,0.886
wh_vs_that_with_gap,0.085
wh_vs_that_with_gap_long_distance,0.131
