,best
adjunct_island,0.654
superlative_quantifiers_2,0.748
anaphor_gender_agreement,0.63
tough_vs_raising_1,0.405
anaphor_number_agreement,0.505
tough_vs_raising_2,0.641
animate_subject_passive,0.592
wh_questions_subject_gap,0.806
animate_subject_trans,0.521
causative,0.464
wh_vs_that_no_gap,0.73
complex_NP_island,0.402
coordinate_structure_constraint_complex_left_branch,0.13
left_branch_island_echo_question,0.644
coordinate_structure_constraint_object_extraction,0.28
transitive,0.592
determiner_noun_agreement_1,0.568
wh_island,0.843
determiner_noun_agreement_2,0.52
only_npi_scope,0.216
determiner_noun_agreement_irregular_1,0.59
passive_1,0.462
determiner_noun_agreement_irregular_2,0.606
principle_A_domain_1,0.992
determiner_noun_agreement_with_adj_2,0.497
left_branch_island_simple_question,0.216
determiner_noun_agreement_with_adj_irregular_1,0.572
matrix_question_npi_licensor_present,0.103
determiner_noun_agreement_with_adj_irregular_2,0.528
npi_present_1,0.253
determiner_noun_agreement_with_adjective_1,0.5
principle_A_domain_2,0.499
distractor_agreement_relational_noun,0.444
principle_A_domain_3,0.511
distractor_agreement_relative_clause,0.43
drop_argument,0.392
wh_vs_that_with_gap,0.352
ellipsis_n_bar_1,0.257
ellipsis_n_bar_2,0.554
principle_A_reconstruction,0.241
existential_there_object_raising,0.653
regular_plural_subject_verb_agreement_1,0.484
existential_there_quantifiers_1,0.818
regular_plural_subject_verb_agreement_2,0.527
existential_there_quantifiers_2,0.443
sentential_negation_npi_licensor_present,0.999
existential_there_subject_raising,0.554
wh_questions_object_gap,0.446
expletive_it_object_raising,0.607
inchoative,0.501
intransitive,0.387
sentential_negation_npi_scope,0.643
irregular_past_participle_adjectives,0.31
sentential_subject_island,0.577
irregular_past_participle_verbs,0.786
npi_present_2,0.27
irregular_plural_subject_verb_agreement_1,0.593
only_npi_licensor_present,0.0
irregular_plural_subject_verb_agreement_2,0.552
passive_2,0.431
principle_A_c_command,0.614
principle_A_case_1,0.999
principle_A_case_2,0.477
superlative_quantifiers_1,0.428
wh_questions_subject_gap_long_distance,0.85
wh_vs_that_no_gap_long_distance,0.798
wh_vs_that_with_gap_long_distance,0.31
